"UID","uuid","sector","facility_id"
"DVEQ","2a0508eb7e364a4551902d2a4f1990fb","E","EDVEQ"
"HENK","d0da7f37d3e16d927706fcfd674cbe2b","E","EHENK"
"WYWA","037b3652dc5fa4f279f03f979217fc77","E","EWYWA"
"HNKX","7c2e8a11a006e101b71a9540581d3e29","E","EHNKX"
"UODL","52ed68b8fe3f2b7ee52c253504470d38","E","EUODL"
"ACNJ","17510ba0e4d3b44128b36e4dd13b98e9","E","EACNJ"
"YUPM","82e4412995542e07052bd9fe36053102","E","EYUPM"
"ILKH","4b4361a0e7e4c46a9a0ed137a06ca573","E","EILKH"
"EAHT","6bdd02e17f80d034c99d809b7ceeeb56","E","EEAHT"
"AALO","6767c3b55609786b1ac73051daaad167","E","EAALO"
"ROKP","c4587983e125ad8ed358001938385aad","E","EROKP"
"XVNP","099cd11faf5f6146105335791f0a3213","E","EXVNP"
"GTFH","06da2ef145e9663b6b23d75ef819306d","E","EGTFH"
"WVFT","96a55d1599f8b3bec747f10a77430ac6","E","EWVFT"
"MJWO","c26894586eed629e8927e5039e98c6d1","E","EMJWO"
"KHSD","f4ea2f8cca5eeeefaff4f46d2a927d30","E","EKHSD"
"FKSW","e36ae478007660089c751e318eaf70bd","E","EFKSW"
"VPGX","7af1ca37084571db393c49ab4b625c89","E","EVPGX"
"WHML","1b22d7eefc646afa329a3111efd04b97","E","EWHML"
"TIPF","2d28e1411a53c009290c54a972861e33","E","ETIPF"
"UTZV","371e65b687b084c3853d889d11dcfaa2","E","EUTZV"
"UDQF","6b206574264f5029a3f1f2299569226d","E","EUDQF"
"DJKO","21b571b5c1baca27b8035212a88eaa49","E","EDJKO"
"KWXL","d63c12f9f66974d57aaad540736fbb56","E","EKWXL"
"ZFJT","634fe35cfdd25047df60fde04c981022","E","EZFJT"
"BKUX","e2e1fcf1809756128c0593bcda5ea5eb","E","EBKUX"
"UZSA","acee95031123389c508c4a5e37bcb8fd","E","EUZSA"
"WNLJ","593e40e2fbf0e6350e87fe1a18425c0c","E","EWNLJ"
"CIYO","ccdf8f010618ca798a4a32855ad2f905","E","ECIYO"
"VXIP","78b65e721ffd83240c93109496b0d849","E","EVXIP"
"MOSN","403adc1e1c18d9fdd9f3b4e1788cc1c9","E","EMOSN"
"OYWV","cb68a3f6be6174970fec93c19e6bc308","E","EOYWV"
"CNTC","c544fb5ddd497367a0d2da17d30efd2b","E","ECNTC"
"WRII","15db7f23b82cb046f80e9d96984bbde5","E","EWRII"
"HUTN","71de915877729a480e32526892d3ec16","E","EHUTN"
"SSOT","8733a6c274d01ab0a0028406217c57e3","E","ESSOT"
"HNUB","9f87e994cdbf8da0576f4e17461f4634","E","EHNUB"
"IIHN","f18ef6eb27f25c20a9e9d129279e9ba4","E","EIIHN"
"WAIO","933f51112ce294e3704a65655e5fa94a","E","EWAIO"
"SOVM","cc6981546b347eeea25e11adc720c46b","E","ESOVM"
"IZZE","018f94206ac06c93214ea431bdc60244","E","EIZZE"
"DITS","d06039b2c40cbbdb20257173b3290104","E","EDITS"
"PXIO","16b95faef7e0f60159e15dc5c339e5cc","E","EPXIO"
"NKWA","5137bfac8893bf1c44f342147146b09f","E","ENKWA"
"UIYD","111c23e320a86ccbb695eb5906f16808","E","EUIYD"
"VGNI","3db7c8400e0a9b6b82bcf2db1a22f3d2","E","EVGNI"
"GJFK","e3e64ac09e2ed585baf64ec3227945ab","E","EGJFK"
"MPBO","985713ca7037f754c8f1924f11e23e10","E","EMPBO"
"UHRS","9679c6f9bfc7c9eefe3b80b035f14a9f","E","EUHRS"
"JSPH","2eb815a6e147c0bddb267ee8af0b5143","E","EJSPH"
"HLIR","9a09b1615e9e4f45d2633525ebee2e0c","E","EHLIR"
"YSVT","feb571fc76f1babf501daec850e55d86","E","EYSVT"
"MWVQ","3abe80c8e04e06e93f3c3c7482c19e31","E","EMWVQ"
"PDPM","d592d5274888892617ed5d3c7439fa98","E","EPDPM"
"FZPI","3fce46380aeb5f69da12d4aa994c5cd0","E","EFZPI"
"WOXC","caa63d919fbc5c9be763f19108d47bf1","E","EWOXC"
"BGMV","bff112d497ac23acd1cc1997f6f94502","E","EBGMV"
"NLYB","6dde8ac84ab55ad0134c9cc977a245ce","E","ENLYB"
"OGXY","110b3e3aa7fb8ab30b08b84e71c354b2","E","EOGXY"
"TIVW","a8674b5338dd067a797d75f7156b8bb0","E","ETIVW"
"ORAH","f43d6ac4e2041fcfd6ce56f26b1154c8","E","EORAH"
"TRZH","8b7e9dbd237ec84c435cda3e996ba1f1","E","ETRZH"
"HZGN","3c4fb6c63325dfca05db9eab44b17239","E","EHZGN"
"VVOQ","7ec861f53396f5a6ab81f2d3230722bc","E","EVVOQ"
"PGUY","3b91f3c2bd13026a3cebe306b0e3a99c","E","EPGUY"
"EMXJ","ee0e398a4b89a24808055d54b4e16e74","E","EEMXJ"
"AEGA","0b09e25cc4cb2916fb744c96e821b342","E","EAEGA"
"CPOV","f36512cb528886ef63cd001ac67b9158","E","ECPOV"
"TQYH","aa82adcd99e0476590968e8b84749336","E","ETQYH"
"KMUD","172f373e69abddd246f0e8d7c0d6ec56","E","EKMUD"
"YMMI","83468f948d6dfd0ea470c40eb81914cd","E","EYMMI"
"KPXS","919fc7f0b69509d22ce73a8dbf15cd93","E","EKPXS"
"XGPH","24744187695e374ef71001a93f16f433","E","EXGPH"
"CYKH","3eac173f4db57bf767dc47608524097a","E","ECYKH"
"AHMW","70854358c9b5a6648050837086fd91b5","E","EAHMW"
"SNUI","8e7c2e2e1f79b59818c3e09c4f2fbdc5","E","ESNUI"
"NIQR","deb73c6904d0305dcbad06884a8e7066","E","ENIQR"
"HYOA","4171c782a18033906fdf1dc341869dea","E","EHYOA"
"ZMWL","ab124aaf7c14499156917cfc907adc2f","E","EZMWL"
"PSYK","ce73e563d7324e0f64e6b2870b6342ea","E","EPSYK"
"VOSC","1c595ee2d98ecf5ae4b685a38249e902","E","EVOSC"
"VRDZ","11a789e9510dacdb47f70b4939a54656","E","EVRDZ"
"VXQD","4d91ffac32eedebac94269ad6ff20022","E","EVXQD"
"QNWE","9202a1d97cac60a9f76367f45d7bcadf","E","EQNWE"
"UBMY","fd5ae2180c1a26bae8b5af0fda4107c2","E","EUBMY"
"BFYM","deb11035b0340037c0d7e9eeacfe0681","E","EBFYM"
"AHSZ","8f700c01d9e14938b080e166233559db","E","EAHSZ"
"ATNZ","6ed590d746e361fd971d176a3ef8335d","E","EATNZ"
"BXVF","cb4610e6106780775b763333195bd67d","E","EBXVF"
"KUST","f98232ffb46642576b4705e332003d8c","E","EKUST"
"HSWV","474786e715595066a4bad35d1570966d","E","EHSWV"
"TJRX","88e46d3cb341635f3a9241b874f62a76","E","ETJRX"
"WVDE","adac05e1e225031d2eb4dbb583a6115f","E","EWVDE"
"LFGA","d11f0f084ec7f2a85cb25c5e01533c56","E","ELFGA"
"DQZQ","16c669959b0c7a0a87cc7ab07a48b719","E","EDQZQ"
"ZFHS","41821138fd2345c816bf9c1f7983cae3","E","EZFHS"
"NHXE","0049252f65bd1daa233e786e9793e37f","E","ENHXE"
"KVGD","c464870d1a489e6956e9c77763cbc872","E","EKVGD"
"FVAP","dbaadfbd9e71a7a0f62e4661153e646f","E","EFVAP"
"QNWW","f02d3c30292e7760a992ea1705401222","E","EQNWW"
"HHNP","daed982bdf535950480780ce38e8d0eb","E","EHHNP"
"BTCF","4c1d9b957df789fe5f87266cd0c2061f","E","EBTCF"
"WPJZ","7da9b2327c37517933954885f878adac","E","EWPJZ"
"HAIW","f4b8d2986107ac5b3a8713cea4633f07","E","EHAIW"
"UXNG","8aca98adbd02a6e8adf3b083a0557582","E","EUXNG"
"VKJR","c09e495c0bbafdee97da8047efd87b82","E","EVKJR"
"JKXH","c24a0699accd5f46b147aec081beb076","E","EJKXH"
"TNBM","71f142fd7e02dd653d142b26afafa479","E","ETNBM"
"XYHA","57d215476e687e99b2c5eb54c390c0c1","E","EXYHA"
"PFII","7bb0ead7fdda190b92651a04a3db2e71","E","EPFII"
"YDUL","9b0bca3610c642c28e3dd7201c22068d","E","EYDUL"
"KFND","060a11bebc1b5e8e0fb52fd2e85cb199","E","EKFND"
"WUZC","d35662b88540a0b03cbafbca5de9de80","E","EWUZC"
"HWPU","327e105279fa050dc406211d2f32dda9","E","EHWPU"
"YEIE","1df2e537c92e5f6ede782c75960958a8","E","EYEIE"
"NURK","8a23c7e2d0ac388b20924e09bf745a60","E","ENURK"
"HYML","b4955e3b6f665504d088cb7c01a75711","E","EHYML"
"MZJP","538e8f4aaf22afea57c389bb20ec2121","E","EMZJP"
"PBGS","ac586efc575ae2dca1d6c0909bbb7d86","E","EPBGS"
"IBMU","0f082ccab696daab5c26e94fb0c2b036","E","EIBMU"
"HCNU","c6d7042c734d4c47fbd6cc97ff169967","E","EHCNU"
"YCNX","01f8a676fc38a245f57072dcb56900b4","E","EYCNX"
"EORH","d1f64be37d87269c534ae0dfb80620c2","E","EEORH"
"FLZM","0038fa2a8a4660311764d620d97d39ea","E","EFLZM"
"YAXT","45fe8300d84d33edbc135ab3121bfe64","E","EYAXT"
"OCEI","13c8ef12e568aee0cd99341e12ec9b41","E","EOCEI"
"EPXZ","58e1f560a60646e9887cf2ad875a1cdf","E","EEPXZ"
"FURI","eadeb8b640785d777e7c958dc2b405fb","E","EFURI"
"QOLT","ac22a51213dfd0b70de3a51582214dba","E","EQOLT"
"EMZV","7f6911284cf045b7492a07f034105ed7","E","EEMZV"
"MGNA","9453e0966fe8a1ead8c7a5c3c24f2387","E","EMGNA"
"OFCP","a76a46f82867a5ccb79c3002424ab607","E","EOFCP"
"OAFF","e95bf6d255457c42898c4e33ba36358a","E","EOAFF"
"ETMC","5b364863ef7dfaee4fcc85c40c1d0ebf","E","EETMC"
"BACU","14c21f0114ce08e6102268be3cea4225","E","EBACU"
"CQXF","baa0899f054f0c07694c4f1e3dc3235f","E","ECQXF"
"SVSD","b845be81adf2996498221750ba18667d","E","ESVSD"
"LTSU","319f1a6d105c980cc806e319294ac3df","E","ELTSU"
"DEGS","e4b907a87954e44207bd88ae4f58d8f8","E","EDEGS"
"MUXN","53e93c7df3c22fad4e5578f9ad4a5437","E","EMUXN"
"GSXC","8aac12503fcbc7b169fb23bf1ce968e5","E","EGSXC"
"EDXP","49c0fdc7bc9527f3ab5b8133f26e352d","E","EEDXP"
"BSOI","2b891605f1d107c7ce52aec30384e938","E","EBSOI"
"LLDK","5232cf97816a79db5acf96169c770784","E","ELLDK"
"XQDV","e3b8fd64ff89360906c808ba43b64373","E","EXQDV"
"OZML","d12ce004290faa184757a1f90c9de10a","E","EOZML"
"VGQL","8416c6c8f6409364bda95c030670d9bf","E","EVGQL"
"KIPP","51db00279bc1df354526d0af5afe61fd","E","EKIPP"
"UTVV","9538430e86c7cc3298340934d08b5fd3","E","EUTVV"
"DCSH","1977c0d8741c8b1b4f2e3c4ee19ac038","E","EDCSH"
"QVUP","96af4dd30ff83601a508bb478b763066","E","EQVUP"
"BTXT","ba8adf25b4cf516a372608f4ecb74921","E","EBTXT"
"AQCY","7810eaec55eacf5895bc859b96e1735d","E","EAQCY"
"XTDG","f88eae95dc1ea3cdcfad2a0efbcabf56","E","EXTDG"
"JUCM","9dc0aaea49fa00cf7841d60b4e76ce58","E","EJUCM"
"ACWB","e2500ebc5ab63f76e33fcbcd5bd0f2cf","E","EACWB"
"MWCH","a376ba6035b3bce0fbb1dbff5120abb7","E","EMWCH"
"QEIQ","58619bab3f5559c9cb0d0ae660e78180","E","EQEIQ"
"LRMA","79b85d69184afc2fb032c8ab4d1383b5","E","ELRMA"
"OLJX","b284b9cdccf6445227bc43e10e7f0a8a","E","EOLJX"
"YATR","6d9cd92c229fa140378a75ad10a75230","E","EYATR"
"SBKD","2b37e19c1c9813e1000ca678f75c87af","E","ESBKD"
"GISN","47383cf81fed6a5b85bc383d772bc0d1","E","EGISN"
"FONZ","deac270e620bec955891e45a02ed1e52","E","EFONZ"
"AIBB","d2775a3254b89a82a9ff0b3668aa8e83","E","EAIBB"
"ALOB","385c6881dc96854c476bc107c940face","E","EALOB"
"PLDO","5bd274fe8cd63c3896e1268b669c8a91","E","EPLDO"
"HELG","c2b43977f1f8cd292df101b257499513","E","EHELG"
"RSGV","3899f99bae942b918bfba132d0c65db3","E","ERSGV"
"TAFU","c4c100f360e0d0970e1f298bf790c1c4","E","ETAFU"
"BBPI","06525fc695b8921fc034eb5a62c35269","E","EBBPI"
"EWCW","68197d6dbd2c5d721cda48243f457efa","E","EEWCW"
"IMGA","dbc32e275075e9bf3f06ebcde4f304ad","E","EIMGA"
"CREV","b54ee3bdf335246b36a0abd6a8ad0537","E","ECREV"
"SIZT","9158bffa3d90938b1a94dccf98704496","E","ESIZT"
"FVHR","9e8cccfbfd723acdbfb6b87b1582ec2b","E","EFVHR"
"TAPD","dd8c11bcf74d1f81561547be61e35d45","E","ETAPD"
"NROZ","250c35edd2e6d53873f3b55b96e8bc89","E","ENROZ"
"GXQU","020727b1741465065fa58e044d35a7e2","E","EGXQU"
"NUWA","ee194588d89d3cef6b96f116dc3683c4","E","ENUWA"
"OWMF","e805f58c120494b552f87ed83f5aa1a4","E","EOWMF"
"ATMC","94afdb380496d041c36f8cd251eddbc2","E","EATMC"
"DXOJ","c6c1def639452afc927983fc84e2b29c","E","EDXOJ"
"KAHA","8c5759b446226cd799592625bd56f77d","E","EKAHA"
"PYJN","a2d4d005eec633f5157d16fa86e721d7","E","EPYJN"
"PYCH","53e4cd0f2ed17a404446c712c10d6ed7","E","EPYCH"
"PGXG","6024ee8929afcc12c9c946a205ae96c9","E","EPGXG"
"TZOL","2a41a899dd14df486bd01dfcf264543f","E","ETZOL"
"NDNY","b04991c771835c833b78544bafc0f8ce","E","ENDNY"
"AMLG","542570cd8e95f84b4c5f36963ce695b0","E","EAMLG"
"YROK","5c0322944fcb8476ce7f62e04d708f6b","E","EYROK"
"GVFN","d36fd89a1fced06732196ec05ea1c310","E","EGVFN"
"UIEN","deb787aeb66f93b0c697bc8d5531282a","E","EUIEN"
"LENM","d01b3d2530d2122b46d81bda0f7b378f","E","ELENM"
"JEZN","bd09c0ae907cc6001e84abfdd3b3df89","E","EJEZN"
"ZRSE","e7535060d2bb0ef8bb8a71f23d75f5f2","E","EZRSE"
"PJKZ","2614efc641601d23827c0a7957cd5351","E","EPJKZ"
"LFGP","850206fd0e45732d6220690c50e9a20c","E","ELFGP"
"PGFV","a6c1e24e82b340b91fb5a9a01ad092b0","E","EPGFV"
"WSYQ","09861579f86cd1786931edf9e31b6539","E","EWSYQ"
"ESQB","aea9d5d88600dcca3cfa2d0843773320","E","EESQB"
"NVSO","c68edad2d47bf8bfa11853587f0ce7d4","E","ENVSO"
"TCTW","f854d1e04956e4535288d8cc2c11a89a","E","ETCTW"
"PVIY","713bb27479166b5c5594e96faeb62a2c","E","EPVIY"
"JNDD","c1542dcea29633c8e62bc918ab91d3ca","E","EJNDD"
"YUTA","dd4e4cc88efd109ddf650a319ea81b6e","E","EYUTA"
"GXWX","017cc8acbe3c05e2cc49ffdd54826186","E","EGXWX"
"XYUA","f65804f96fc33613706614e70a64bc3f","E","EXYUA"
"PHWA","35873c4e8ad6908793ecffe43e4e40fa","E","EPHWA"
"VFEN","4ff1d0077696b63ca87403e7b45e2136","E","EVFEN"
"GZMF","fb3ac93f0168b6c395ac5ba2aa89a8da","E","EGZMF"
"VTED","5dc9d5940c801cbd185b08cc93205b6d","E","EVTED"
"JDTV","56ced143c7107e28abb8e98587aa916a","E","EJDTV"
"ULHX","039cb769278a8ec8a205a53f3c87ff77","E","EULHX"
"LMCF","71a7882b13d8d68404e275bf38e63e7e","E","ELMCF"
"FIXT","4575287d75a23a7c1d781afac7377637","E","EFIXT"
"QXEY","ecbc44efa934be823caf4732e80af95d","E","EQXEY"
"QWRB","b39721ed5ef89ad44b1dec8c06ef1d4d","E","EQWRB"
"YAMM","fabcb6dea2d9a258dac26c5c61dd6f9b","E","EYAMM"
"ZKYQ","e880e9c58e62b0e241d98927f495e054","E","EZKYQ"
"GYSI","a17027c350fdb164d4f1df1ab037ff16","E","EGYSI"
"BJEH","8af9a7d7c889bf0151944b672e93fba3","E","EBJEH"
"QBUQ","ed2d6213bea49d24bfcc1ce431053dd8","E","EQBUQ"
"XVUP","71c349100db65eb811e82368e41d0287","E","EXVUP"
"SPOB","3c404b24b095a246d2dcebe82cc369d7","E","ESPOB"
"KQLE","99822b97277bb2867ab9b2b263207531","E","EKQLE"
"LNSU","9fb102f687e4525579c1008bb665434a","E","ELNSU"
"KNWO","33b83c689a8ceb4049d00caaa6e179e0","E","EKNWO"
"GVDA","819d108286ecec61a2040c6bda66b1eb","E","EGVDA"
"GXUF","cf03a9abd253e981046e8f4f09a14be9","E","EGXUF"
"LJHU","a5e56777b6420f7408ffdd309afa0342","E","ELJHU"
"IOHM","437c84f72de2e01f927a115179c9f344","E","EIOHM"
"BUMM","976a46c9cef834914265f4cc6107ae54","E","EBUMM"
"WBRG","998facbde6d6a73bb30826ff1bcd97e8","E","EWBRG"
"OJNS","f48e82b77654087bb354a909cb433cfc","E","EOJNS"
"ZNBJ","d36f9ae253ad927130207bfeb3f69d13","E","EZNBJ"
"XGGR","1148da4c2fbcce06b792cd44da2a6e7f","E","EXGGR"
"WNMP","dec810c7f0aca201ca47de14bcf860ef","E","EWNMP"
"NCKA","7f3747a91484c3cb118e0352344afdc2","E","ENCKA"
"ALPL","8474fb0fc2f04ae736fbd043b3c6f181","E","EALPL"
"GJVB","313f78d769eb1130a6f98d8cbf2aa20c","E","EGJVB"
"SGUU","4088ffd6fd32708855e13bab7a54b40b","E","ESGUU"
"KQCM","53b62ff2817d0301777a3c65e7cbe4dd","E","EKQCM"
"LKUB","3b92b6d21849c22acf65ef497efe92ab","E","ELKUB"
"LSLH","3deacba437800a17ea3caaa744a8795a","E","ELSLH"
"DRWX","7cdb9dc5f3060cdc88c03d699b11c32f","E","EDRWX"
"JUFD","bcb74036c6d9861dc8defe01cd7aff6b","E","EJUFD"
"WKNJ","a11562fb4659eafbd8826d0c49a565eb","E","EWKNJ"
"YEMX","6f350548e401ccc769d558c739a47391","E","EYEMX"
"PADU","9dbd481eb8e4ad619495b70fac4155f5","E","EPADU"
"GBAY","e07fa16e0f30c2b9b78d26afc375db3c","E","EGBAY"
"CDUC","3ee7f096fad00d6e792aab02908c7a63","E","ECDUC"
"QZNV","2bd30d3dd70b918fc02c3046ad01bd25","E","EQZNV"
"WPTM","cbba8317b9bda7e70db29428e2a91f60","E","EWPTM"
"KUTD","8c417a29450c8b7c2725457fd6a798f7","E","EKUTD"
"ETVP","7c40209e8d0e9bd989beb4fcab2b46b5","E","EETVP"
"XDDH","1b33be62fa08e76c09ee924342291d2d","E","EXDDH"
"KYPC","13a52df3455b73b2955e60b467da415f","E","EKYPC"
"AIMB","067a4f24dd91fbb6f7fd3ec86b947795","E","EAIMB"
"UOIC","c59c9c6b3334f0b69ec249e28dbdf210","E","EUOIC"
"UDWA","8f7d0b155e9f96141d61c8137046f8f5","E","EUDWA"
"NWQV","8b4247bb35224ee571f186f8bb1b86e8","E","ENWQV"
"LEDP","c582c6e51155efab9cc79192e522ab28","E","ELEDP"
"QUOP","a7be21a40bdebfb93c84861b378324a2","E","EQUOP"
"CFFZ","74d757857ffe275d70041484e0ac19c2","E","ECFFZ"
"KCPW","9b1dfab9ce63b2640b245259574d0211","E","EKCPW"
"XXEM","d681c08ddaa31a447f0a1fb747b3d497","E","EXXEM"
"IDEI","875567ba5b68901bf030f6e8755e7bdc","E","EIDEI"
"ALBQ","c9d0044162006ee22138787c2a569c27","E","EALBQ"
"ZELH","cf24148e01ad2e432bcd5ad591b515b0","E","EZELH"
"VTKB","5e713bfb74f4602a69a548dab1addd6c","E","EVTKB"
"FEBH","6395c559492c2fccac05f4731bdf6308","E","EFEBH"
"VTSS","0f2f0a51af461c69fb9b23680c35cf1d","E","EVTSS"
"IUQB","744ed822132f0622a275e64d3c8a6ee0","E","EIUQB"
"MUFJ","8258672a0a2921a1f3560dbce4bd73b2","E","EMUFJ"
"JNNN","1fcc7d361d313c6b06f75d9128a33450","E","EJNNN"
"MTDF","4f6251009c6a7541b76cd59ac5f86885","E","EMTDF"
"PSEU","83dfc8e482d89839911003e6d14b1f24","E","EPSEU"
"HAPZ","f321115ce9e2e9df7c79d91fd78c83db","E","EHAPZ"
"STAY","4beae6c23361c65166dd4a5ba63bb373","E","ESTAY"
"SFSJ","63634ef6139c5692cb9bfa17a542cebb","E","ESFSJ"
"BVNY","4df7c5c0f9008be163ad6d482a14f9e5","E","EBVNY"
"MCKF","47b3077f2d6133eb5e01d4f68c9ece8a","E","EMCKF"
"FEIO","b792988a7a1460f3b9dbceaac7208ef3","E","EFEIO"
"UCGP","9de0820b690d214577c8941a05509876","E","EUCGP"
"PYHQ","957303f7c4bd20f9f9ad0f4bbb78f5e4","E","EPYHQ"
"NNCC","d8b112261adbabf2577103a24c88b159","E","ENNCC"
"AJNQ","4603906afbbed9e6fb4b9cfa4fefba23","E","EAJNQ"
"CTZV","d6d0e37813ac383faf8ea772dfa9f046","E","ECTZV"
"HZYA","149669dcbf27e34e76b054c5d5a74a8a","E","EHZYA"
"UJER","61129464ac1d00c8521acbfd4189b851","E","EUJER"
"VSOT","3d2ad283f827343f8d01fea6132d21ad","E","EVSOT"
"WRKC","fd6fa897dd9a854499820b3b492b8c9d","E","EWRKC"
"EWAM","4c44e45fc6f001baeb6a649297cdac98","E","EEWAM"
"LAIO","cf146c197b817c1f8036d18360a1c7f8","E","ELAIO"
"PFQN","f311df80702cbe24711de165192ce1d3","E","EPFQN"
"ASCK","40dafc1634927b36db309eeabb5a0de1","E","EASCK"
"UUOR","f717edc301a8aa2b181fe70a4fae931f","E","EUUOR"
"LRKZ","71cb27d4147eceb5820dbf679fb65854","E","ELRKZ"
"UZPP","5bc5d0abedef3aa0acc88d067e601f1d","E","EUZPP"
"TCOS","dcfec0357d13c64329d18d9fc0f97084","E","ETCOS"
"MSFZ","53232ce389bfebbb3374243c5d45ec65","E","EMSFZ"
"ERWS","73b600d138b29ebd67da76323920d358","E","EERWS"
"CLXW","a8550e20d39ce9a6b95e37be1691bb31","E","ECLXW"
"YCLA","4b94ab87974e5ff84b7b98ac0dad71b6","E","EYCLA"
"FTMQ","bf8fb72dd408ff0bf302ba814cb93df0","E","EFTMQ"
"WAWG","59f2cf7fe17a175aab76c2e3a570b6c6","E","EWAWG"
"OMHB","06e1c7554aab054aeab37c8482bdecdd","E","EOMHB"
"JQSK","9bb2848bc08e3f3a38b366126b525201","E","EJQSK"
"ZJYI","8115a6df0a05b552d3331cd0ce24412c","E","EZJYI"
"RPGX","d0b98cf252167c5e67958f9df3810728","E","ERPGX"
"UPLG","d59d9524161be5823bdee2eeaf9ceda6","E","EUPLG"
"DHJF","49b9cccc66e0cab2712860b3b8e56917","E","EDHJF"
"YTDY","74410705bb05347aebcbc577c93d27e4","E","EYTDY"
"KKFN","1871a187d73342c45a43d6ed97f21225","E","EKKFN"
"PSVF","a3608dde8d952269155b28d3534b5d4e","E","EPSVF"
"SFLD","2dd1b34c12e6faac5c5903e47d68622b","E","ESFLD"
"IUKR","d77e121e166d744d24ecbfd936c21299","E","EIUKR"
"JUCC","b0564886a342ab97239618a9ca823e66","E","EJUCC"
"ZWKJ","42e2f16ca2af7641decdd2cb3bb156e3","E","EZWKJ"
"EXZP","380a4ed79d143dbfd806aa1dd83a0493","E","EEXZP"
"XLVO","172c50f85f23f5526e745e565de4752e","E","EXLVO"
"PBEU","f6a939371585b8e68aa37bf5b9fbc6e5","E","EPBEU"
"WOPP","3a320b8548c59b1b14dd36cfe74dbcd6","E","EWOPP"
"SKMQ","98857b6e7b0ca421ee906d085dba7db8","E","ESKMQ"
"RKCK","db0f4492a3e76dba1e5a6fbdb55669ea","E","ERKCK"
"KHAT","e339cb9817b6455a477bbfa3d641176a","E","EKHAT"
"GUEP","680c456383483c550662a5e6c233b371","E","EGUEP"
"ZURY","2c07354d36e7fe9c5a09485c9a923e33","E","EZURY"
"OZZR","43c21384fac72ee4d7ed97907550a343","E","EOZZR"
"VCFB","1e8f3c425af25cdeca6d593720aeb51f","E","EVCFB"
"PKEV","a92eb5eae25f28e06b8e493273e36c57","E","EPKEV"
"ERJY","ba722da506fcb7f27f60ffdb83b43e2d","E","EERJY"
"REEF","5ce3fd121e4404d54901aa8c0179da20","E","EREEF"
"KHLY","1d3592c77f1e73433f2f56971e78adc0","E","EKHLY"
"RGWN","16f7e1905ab427bee979e127842c1020","E","ERGWN"
"GNJN","ae8942ad81030df9638ba3cb1053cda5","E","EGNJN"
"UUHW","42549618c883324bde98a81bd528a1cd","E","EUUHW"
"HPQM","05f33016ead58d6b5eac3c5a5d2b373a","E","EHPQM"
"WBAY","7cc573ac4d7fff86b7397eef58e46fe5","E","EWBAY"
"BFXB","61e2f06067d22aac2e4e5605b4f0411f","E","EBFXB"
"NDVL","da5c186fb64f56397560729e37b8455a","E","ENDVL"
"NBJS","a043fb0882364af6268a1a24db553c3f","E","ENBJS"
"WLHU","f71f21a95eaae4e6cadd162c1a30bc13","E","EWLHU"
"QWSB","f9f61dde1d81bb68b58599cf05405dc9","E","EQWSB"
"UJXV","62bb32d829ffe77ae10df40f1564bda6","E","EUJXV"
"GXVE","6d05be82707b0f047a10ba36b0341b0c","E","EGXVE"
"SGNA","7e76ef9d7dfea1459a439ef0e2706021","E","ESGNA"
"IIVJ","3cc6c8c2a029d777fe230f176ab185d1","E","EIIVJ"
"JLBX","050b86b761552918362183c146476589","E","EJLBX"
"KKYX","c74417d2357babdd5acaeb23e64c2655","E","EKKYX"
"WTRG","2183b29a895287a7f8c98f9ea49f5ed3","E","EWTRG"
"HLZY","a0b3973070b901325e00cc4841f037c0","E","EHLZY"
"NRZE","697961cf249d59d637666994e01aa2a8","E","ENRZE"
"JDCV","4918f876a3b69406f7c2f98e72f9a7a2","E","EJDCV"
"QIJO","0a3640a840fdb6cac6debbab0d97e4bf","E","EQIJO"
"GNLU","08a079e4cd619ac33f91902e2c069175","E","EGNLU"
"RSFJ","4f79b4803939ef0bfaebabc3a6b9aaf2","E","ERSFJ"
"CETK","29920779169f5304c2fb4883014680be","E","ECETK"
"KSIF","4d7953d186d7fc0771bbe3e76d60cb47","E","EKSIF"
"UAGT","e1cd38ecccefc55aae1f8f165d7279f7","E","EUAGT"
"PJXU","17b500ebd821d60c509a2a5e14142930","E","EPJXU"
"SLQP","c65334b7e5bdd3ebf6e5d02740f64eab","E","ESLQP"
"YKHF","4d034836e72904cad44df64f16bd8ce5","E","EYKHF"
"AZHZ","1654a461083bea536818f06f5472e9a2","E","EAZHZ"
"CUGD","405e4b4ea06d74c570b3d1c1746f6e1b","E","ECUGD"
"RSDO","9f12829d53d9b87401d00fdd947d37f8","E","ERSDO"
"ZPGF","3946082dce6339dbca976c70ecee5a18","E","EZPGF"
"VQQY","22d988af2dd910bee0a66c8205664cdd","E","EVQQY"
"VNKT","315141e0e6f70b4fd4c43693a10d7b59","E","EVNKT"
"JJHQ","22cce8f046094dba072491c24e31b7d2","E","EJJHQ"
"OWDS","2aba6d1e9f4669ee1916ff73560827db","E","EOWDS"
"SSDE","2908a6c3b747bc93b2ab82bed08ee845","E","ESSDE"
"PLXS","950c98554ff5c2c67f18913b302b2f85","E","EPLXS"
"LIFJ","24c225f4db12c098f4851b003c55bfd7","E","ELIFJ"
"POKC","cd28b7607712507af85649a221b63b3d","E","EPOKC"
"MOCC","421368fa4a68997a471ded1813c8224b","E","EMOCC"
"TZTW","15529141266edfd8339e80fd1f32a28c","E","ETZTW"
"MIWY","803b0c6c9f9cbf2c19bb37411b17f410","E","EMIWY"
