"UID","uuid","sector","facility_id"
"HEDW","e16ca31bdd354408994a457dabdf9461","E","EHEDW"
"OJTG","5882c8063a32394e1f51efcbc19e1a2a","E","EOJTG"
"PBOQ","0dd9cc7f6d1d933041153c71f80bea85","E","EPBOQ"
"PVJD","4921eff250fd4c07047d25258ca63ba0","E","EPVJD"
"ASEM","3788a67f25f01425f48cc851efdbc77a","E","EASEM"
"QTNH","9a81c3c91fc6bcbbd74ca96177f1497b","E","EQTNH"
"BQCO","14e2f66489457c9b5f2ad64bc5fdc680","E","EBQCO"
"FKVU","f31b06d01aff69c4cacb891d005f30fb","E","EFKVU"
"QJKB","34b8600db66dd410fae7b9ee2668b0d4","E","EQJKB"
"UBSL","f919b19d4c2a0a3e6b0e133d35343e8f","E","EUBSL"
"ZXCJ","173c68e3243a186ce6afb1e5624a2ef6","E","EZXCJ"
"AUAY","ad282f479874d7cfe7ef83c53b609fe1","E","EAUAY"
"KEDI","d32b5b8ea7712981a4dc2cfb20c13f7e","E","EKEDI"
"YNMO","4491583ec6791d7c92fe48f5f259435f","E","EYNMO"
"RSUC","9baeea76667bb0618d1e67e53b0321fa","E","ERSUC"
"HLMO","03cb148916ac02a44c040f9af6814c4b","E","EHLMO"
"LYNC","7621cb7e093e7a7688ed2b18eea839c3","E","ELYNC"
"QATG","2e53ff547696233d078ce2f6dc7e53e9","E","EQATG"
"WAEO","241577b2d8becda3cbb7022f4af0b80e","E","EWAEO"
"JWGR","49d40d548cace6e647eeb84006bbe858","E","EJWGR"
"LYRN","77874904d0987361814c2a3c8315e28a","E","ELYRN"
"LGZM","82032b252391645542874c718636f67f","E","ELGZM"
"YGKF","c1768d7a40e35440c4f99228127bdee1","E","EYGKF"
"TGDL","dd6056229002687800146bd4d3a50642","E","ETGDL"
"FSBQ","7091ad6984ca2a32aaf7b55ee02b81c5","E","EFSBQ"
"HCRG","51a3febd721cdb9bb33f6a388a3d609f","E","EHCRG"
"VCRH","833aa57de5c5658425203117558239a4","E","EVCRH"
"AKEK","d4fe071b52c591669dcd832bd1054bbd","E","EAKEK"
"NBTY","c45bdc3b7e75dd31d9f7c13792b038b1","E","ENBTY"
"NQYR","5bcb05976778c38f876db57f4a0f4957","E","ENQYR"
"GHZU","a047d37fbefa6b4c324e7a63d21dc239","E","EGHZU"
"FETD","7dc4db9f408ba1504d80f84f94d4c912","E","EFETD"
"CBSG","669dacd6f81cd2b899de02a251a67600","E","ECBSG"
"RCVO","420a4aaabfffb7b327a652b6fe85cf6b","E","ERCVO"
"EXMQ","a7e762a6b803d560f4abf2314c67a4b5","E","EEXMQ"
"DOWY","943b4382342c49b9da9f817b490b01b8","E","EDOWY"
"PGQZ","63dc197b97b68a3122b4240e8de380a5","E","EPGQZ"
"TEIN","6ccc3e4c1844be2d58f539bae53016a9","E","ETEIN"
"WHYM","d0ef4da1c85e90efd43444c8401e7334","E","EWHYM"
"YIJM","ac159a3f8e64959f3284b91fda1ce3e7","E","EYIJM"
"VKZK","28424c91ad59dd355e31fee44e2f76c6","E","EVKZK"
"UPCO","5a79df063d0138020a47e1f3d525473a","E","EUPCO"
"GXYP","03e8156f3c376e3363d58a99d4a15e8e","E","EGXYP"
"OHQI","054ceba06b20aebe01dc3fac3143f698","E","EOHQI"
"HLNQ","06b7af58301244631a5b0a57897d90af","E","EHLNQ"
"JALF","4190773729ad34357fe49cfbd8a1e0c8","E","EJALF"
"RJLE","c4519f9d8b317ae40d8328024f4e4a12","E","ERJLE"
"GBXE","ec179edade8f5f37b534549b19340181","E","EGBXE"
"INMH","b5cfee8a774675fd38be09c53d8e52e3","E","EINMH"
"YQHJ","87fbe9cef37a5515d55650662dcb85e5","E","EYQHJ"
"RWSO","83ba8a5dc47f9cec35d9e9f795848d87","E","ERWSO"
"DTJM","27b956278204199ca9255e257ad0771c","E","EDTJM"
"ZHDJ","d0db4210af8f68d6086c4503d22133e6","E","EZHDJ"
"DGEI","a801d245bb46f08d53b752eb6840f94f","E","EDGEI"
"GDPQ","d76fac1c6a41040206d6755f60394e7b","E","EGDPQ"
"HNJG","31bb68e482c3062fcee680b58cc5a9e5","E","EHNJG"
"FDUG","83d56c817c6583a8cdaaf2dab1e6763f","E","EFDUG"
"NTWP","dc79ab738a3f1bcdda8aa49f5f7eb4f6","E","ENTWP"
"SOJB","56dbdff082acbfde063fd2e8dcff6f0c","E","ESOJB"
"BRFR","8a62fffc32f13f5927f50e5bf48705a1","E","EBRFR"
"GSTL","1c2f0f01377099de6d2c8aac07cda61b","E","EGSTL"
"JWFB","0a2e65602da10118a05df0c258e5a668","E","EJWFB"
"BLVQ","0b588f8a9d7bf21a51edebe13ce45847","E","EBLVQ"
"XEBC","29a2c72e5ab51f65f573b18bf5cb22f8","E","EXEBC"
"KEZU","26f52be6a16094f0fcd7a13a6d2d83ab","E","EKEZU"
"QUOW","ad599725fc0410c1916053c01e2feb0f","E","EQUOW"
"VLBV","c13576442f9388f6efe336da0fd92e65","E","EVLBV"
"VBUX","5be393a4d8a48ba414aa5ded3c14b8ca","E","EVBUX"
"MTQO","ab7c51b724eeafab13b58937083e086f","E","EMTQO"
"EFUE","f95489ba40cc92eaff96cd31bc3e4f1f","E","EEFUE"
"GTTE","a18df63346238c666be6301c611d598f","E","EGTTE"
"JVHG","502bc2e8bcfca3c0fb2a10de46730bed","E","EJVHG"
"KJAM","933f2d50275ce9aefdd6813d69933586","E","EKJAM"
"XEIK","e7767c3d234579efe2da41b3e588222d","E","EXEIK"
"NSZH","82f1c0f233a659c206c6e454ae378675","E","ENSZH"
"IAXF","5a09df21ca4102cc6ed45f9a8c0a3df3","E","EIAXF"
"UGVJ","a0b28f5c4c7655dedacde05ea3e33bf5","E","EUGVJ"
"MMHS","fe49c593079fcb443511afef6d15ae51","E","EMMHS"
"FEEG","b201679af5c51b41010effe907eed063","E","EFEEG"
"GPFI","de06ebf15b935303e76076d0c281a2ab","E","EGPFI"
"IKAM","1e0e29e0fa24d68986b573d44bed2f20","E","EIKAM"
"MJAE","6e1f1c6378f102397e6b7065dede6ac2","E","EMJAE"
"TCZA","ca0ab3e582de26ed9726034902cabbc6","E","ETCZA"
"VMWD","b4513b42dde589470bc312c14c3f1373","E","EVMWD"
"WFTL","f4e0cc11d89b5b51a2c12f1477a81690","E","EWFTL"
"DJFC","b29fe9abc1b92a7b8801f5549d2ccb2c","E","EDJFC"
"YMQV","59e913a3bbaf3b3790944ed82892968d","E","EYMQV"
"QPLV","afe81d3910dc0cfc21f9eaa3ca0cce4c","E","EQPLV"
"OIDS","47d327a25f9439e7af3f2147712e3d1a","E","EOIDS"
"LDCD","d6eed62dc9009bda0f2b7e66b4e93a9f","E","ELDCD"
"DLZZ","ef6bb0438f828723a4de92a22922bf0e","E","EDLZZ"
"BSYL","6d58f046bd988bb711d4b2da00e41e9f","E","EBSYL"
"DGTC","9f7c5085d7114cb91b6cb82e93fe8fbc","E","EDGTC"
"LTBP","8970904ddeec0c077f99817949663aaa","E","ELTBP"
"RMCT","b85d9f6398615b93db802aa39b43faa7","E","ERMCT"
"EHDC","eb4fb2682782d7c2dded604609fb11b3","E","EEHDC"
"JYYV","6c8d5895976494b1644667fb6767a871","E","EJYYV"
"TXPC","e8cc8c348939cd29239a0f40addcc6a0","E","ETXPC"
"CDYW","05b042fc022f817414013f6bd4f27596","E","ECDYW"
"DDRU","c277f0bb910a4164d2673698492282be","E","EDDRU"
"BJWF","815ccaa2ff18ce80711fa51249ecea2e","E","EBJWF"
"DLXX","e59310750de5a6c9b0c179341a491289","E","EDLXX"
"MMJO","ef55be7816279b70627e909565164079","E","EMMJO"
"QEKG","6d8f62e0a5210be2f7b00763e5e5867d","E","EQEKG"
"NKEM","0df23936cfbf768f7e9a189faccadbd1","E","ENKEM"
"BKYM","60e3cd9135ee73338ffa61df2313b741","E","EBKYM"
"AICB","623a05bd14026c87d7f4ebf36f589289","E","EAICB"
"DCQE","7f76aa98ae21f4790f10b101249acb2f","E","EDCQE"
"PRKJ","fb71d203e425b5afac60f68ef7379528","E","EPRKJ"
"OORC","a1e71b92f9eacf8bc257f4733ab66a92","E","EOORC"
"JXCB","36abdb8e47060f8ccf5f25864cfe112e","E","EJXCB"
"VXKM","a6d28ea178aa4570cf0340f359fb7336","E","EVXKM"
"YDBJ","5c60f408ecee3b9ede869fdc888ddfe2","E","EYDBJ"
"GJAY","984ab7d4091ea79fb558a10da64bb799","E","EGJAY"
"FRFG","f03736ec27c394192ed60046d9056f09","E","EFRFG"
"USOW","b98f46260d9e13f8096e31de2be0036e","E","EUSOW"
"EFXV","a055bc119441fdf077492d94273ce68d","E","EEFXV"
"PDMN","28f6cd790e4bce83fa5123736e3aacc5","E","EPDMN"
"MABO","ee95acf79e9f4dc98d63f9edcb05b5a6","E","EMABO"
"NHFG","7114ca5f5b540ee58d60f17ed500ecb3","E","ENHFG"
"VJWX","fd2a7a854daaec6478e3ab90055c5710","E","EVJWX"
"CXBM","c506da927d1997848cbbb7e190184721","E","ECXBM"
"VPOD","f7e236700459ff8d1fdf36d992c3faf9","E","EVPOD"
"QUAU","93ceffaadfb5edf76a1ad54b5b202010","E","EQUAU"
"XBEZ","79c9cff019825b979892b6d3d0043b2f","E","EXBEZ"
"KGTN","b16f9aef3460eb619ea864e806d11371","E","EKGTN"
"WHCT","a8b0243c5b34e6c60be4aa570622bf52","E","EWHCT"
"LNML","ec13d1e37e5caefdbbbf6db26c411d43","E","ELNML"
"XDRI","8941935562d8cff4a1dc20ed476e83e1","E","EXDRI"
"DWJM","d3cff13a42ba2d0da9b8f93ca73f55e7","E","EDWJM"
"KFFX","5c6a79e7d87780f38ec323fa416017be","E","EKFFX"
"MGGL","b53c9f4b01110590fd38771f0301550a","E","EMGGL"
"CDHQ","caf888b735deb24de9102e70f8082439","E","ECDHQ"
"EQJB","a53494a2146c11589b944a4446fb47cc","E","EEQJB"
"UQFH","bd8c2ea0c90e29b3d7dae47030fc99d6","E","EUQFH"
"EEGV","b5f194ad70bab5be286f34275193c954","E","EEEGV"
"JRDD","2e8a224943ccd276b4d3078837bccecc","E","EJRDD"
"BADF","d707b6e895b8a05a12743edff7ab7127","E","EBADF"
"BRUL","7e98091f77a3b40739675b93ee842966","E","EBRUL"
"UDDW","5f593fee7307b0a3154c7b53609ad133","E","EUDDW"
"SJFX","7746de6543576c1a22643af5231ca3f6","E","ESJFX"
"MOAJ","d6ea07152b0e53bc58cc82ae3fb84b27","E","EMOAJ"
"WKND","d782090ba1f4f44ed3253f3ebcde8d89","E","EWKND"
"FXAJ","eb708e78f8de0c5c11306205b4aa4895","E","EFXAJ"
"DZWH","4502a64c8036d1ece41829314bd94b95","E","EDZWH"
"NHUH","3043a43f67f890be309cb459e6c618cb","E","ENHUH"
"QVGY","c3c31db81f6170ac2fd372442ee9fdba","E","EQVGY"
"KVDX","11dccd19e3d3c6e142affba8377d89f5","E","EKVDX"
"LECC","73e628ec80447fad3ee17ece2a28d628","E","ELECC"
"FOAQ","c320a65fdcd44e73f009c8122169b9c0","E","EFOAQ"
"AMAQ","d3a0894c018bc8e161fe86eb36fbb123","E","EAMAQ"
"VGBS","7411d77f05cecf2ed6a4ba571dce7ba9","E","EVGBS"
"GTNX","6eba7d3ee6902ee7ac3ed1e7266595b6","E","EGTNX"
"VTAM","9d16e7bfc2a396ee758a091914962a1b","E","EVTAM"
"JOZH","ddc0afd0b340915ace0e31153d39f239","E","EJOZH"
"MEUC","c09940ee623ab1a742149eb7fa747832","E","EMEUC"
"GLFN","e4f0e065bf2717858e3f90f0f1e496f3","E","EGLFN"
"HGWC","3cc25698bd8a58db40dee8eb22096f96","E","EHGWC"
"ATGV","3dd10e8a43381eab9ce90ebe60ebd1c9","E","EATGV"
"WANY","e2ed166cdb433eb8c3fbf74362098720","E","EWANY"
"ZEUV","d92897610e70f2c87f9201a568f9a1d2","E","EZEUV"
"XTOK","85fec961b122ffb687456b219856f87e","E","EXTOK"
"BHGX","0dd53936fc4479cad368d05afbc93971","E","EBHGX"
"RGCW","17c8670bac9239b8efc4f45bc019a46b","E","ERGCW"
"CLBW","8306b3025c16e1ff2854b67a21ca3da6","E","ECLBW"
"EVEX","0334a1025761f8491a63e7fe8c1cf80a","E","EEVEX"
"YQOM","7d8bd16d2f681e8d7f5e28c17100fba2","E","EYQOM"
"NRTG","48478e8c8d6b4f4f38c883efbf586758","E","ENRTG"
"PFAH","3ce34d4af1629290da7c9e3d2216bef6","E","EPFAH"
"JQII","86aa5c57f1133ae4edeeaf796028e7d1","E","EJQII"
"QNAE","f8dac66deeafe5b3c020702fa8c39ef7","E","EQNAE"
"VIMK","6c1ad04dfcfb2bd7ee300490d22ba128","E","EVIMK"
"IVRE","822b4cab49fb4c338da3936eb7fe11f7","E","EIVRE"
"SYTU","1207ba72d9f022dca14617614ffef990","E","ESYTU"
"WEUA","cde3f29121fcc236078d4971cfeefe34","E","EWEUA"
"OCOP","f3bea5274afa2f4f7bd4a1a53a8361a9","E","EOCOP"
"WBCO","1b152842ec434ff9f88b1834fc3d8c24","E","EWBCO"
"ZRUB","f666b2fd3881ac0a20125b468f81735d","E","EZRUB"
"ZZZQ","6e79eb84c1aa1a173dc156d31d13970b","E","EZZZQ"
"SEHY","41f3cd0805de357f7605720b5f0f677f","E","ESEHY"
"CKIY","9cdde6001b5ef69ee5407deaaaf3c27b","E","ECKIY"
"ZAHF","4d37a6b7e4bcafecc41289abcd6fe905","E","EZAHF"
"MWYO","b6dc4d25565fe9774ca40ee7cfbd69b5","E","EMWYO"
"EBVM","4328ffd25a316a74c452f6a5fa996a30","E","EEBVM"
"AAFZ","a3751a2eda1db235c1a8d5f421d9a70e","E","EAAFZ"
"PADE","01d9ebdfb23248c3ddc94c3cefd29d13","E","EPADE"
"XQZT","3522dcb7e85cc99e46c338f1159713dc","E","EXQZT"
"HAKO","d1554da43159ad2875f0dd938c84a337","E","EHAKO"
"UKFF","0ab40d5b7a6346a2978ea5c0d33ba69d","E","EUKFF"
"JDQK","312966d5b0c40a370394219c0be9e7f0","E","EJDQK"
"TDFF","9943d5448a92a78c9d82bb7e68dabfb0","E","ETDFF"
"YRLQ","bca4fde322002d9519c8850b022088f2","E","EYRLQ"
"ZZFS","bc528cc76389596e251caaf3be3c1ad1","E","EZZFS"
"BGGH","b4e12ea4320a135a42da01ecd08c4b4f","E","EBGGH"
"YQHL","77e583234b7bc840464eb45f3be9d225","E","EYQHL"
"PRWP","4106c7a772a5c824d5234c4c106e7092","E","EPRWP"
"NDMB","a76bc2087d3f05e21fceeafcf2c73d7c","E","ENDMB"
"KPNU","8dc69b4a415865ae1c8152379fec71a3","E","EKPNU"
"WXAP","3ebcfd59bb9014209ae64879674f04ed","E","EWXAP"
"HTQP","c62ac14c10e9e3811928cf1d9a02496c","E","EHTQP"
"CAOE","90bf480f1b367724e27fd2c4714e8296","E","ECAOE"
"KBVI","94dd63dbddd5ddcc8c92558ca6f9c36e","E","EKBVI"
"KRIL","8ab01495bbbdb4e4b761b1b376156a05","E","EKRIL"
"MIHB","12a139c5670ad8657ea9fcddf964fc70","E","EMIHB"
"EOSQ","1c233c062b941f9bfe1534926c30529c","E","EEOSQ"
"IFVH","a7c639b80d4d4bba6805bd909ecb7653","E","EIFVH"
"XOMR","a4a8dee1a467b7b42fde6de74dc40aab","E","EXOMR"
"NUYK","cb0b18a45c65e80af5690908a0d9d84b","E","ENUYK"
"PBDX","e0f91d74d09b4a4bcc8edc6ee527e8e5","E","EPBDX"
"MKJH","5dabe698b498635f4de33cd871b0826c","E","EMKJH"
"IGPC","b267d65cb1bb807ff869b27f10aeb505","E","EIGPC"
"UUQC","48c73be074918a57abaf60ee21b3c7a6","E","EUUQC"
"RPTV","8fa6111b2c4c7c7ef3e9d1102157a646","E","ERPTV"
"GQOT","e34f126ecfc1bcb16c85c09a0e996329","E","EGQOT"
"PINN","7ebfe2973331596934f71fce84021e63","E","EPINN"
"AZNK","35f1cb2baec2be88894d14a1f90ad791","E","EAZNK"
"SIQK","0206cd20e26b6e386bc01a6d5c4ea18c","E","ESIQK"
"ZWYZ","b563083f997ca14757a36001d391bbb4","E","EZWYZ"
"IQRG","5754109f37288833697a3e4fa69f7a6d","E","EIQRG"
"USUN","c3b13fbc371688ad0cf825043c708c89","E","EUSUN"
"DBRW","888a48bc819e62715d701e3e2a18165c","E","EDBRW"
"HTTM","bae455668a2b3252e530b8359e41fa93","E","EHTTM"
"KDUZ","741c898ab6e4e5f93360b162d5249cc7","E","EKDUZ"
"BITM","9f6a04e04db4249468b49d38f286677d","E","EBITM"
"WLRI","9c4d4449a47cbd50b8dc524ba7e36ceb","E","EWLRI"
"SYWW","910551f28fa93d49b781aa264ddbefee","E","ESYWW"
"UQLO","ca1b63a0d349c220bdee657c88141f5f","E","EUQLO"
"BHRV","72be336a1c905a44903a394df0a81991","E","EBHRV"
"XJWF","3cdcbf7bd187395fdba459722e584273","E","EXJWF"
"WGDW","225e69caef02996d369ac0d406135e8a","E","EWGDW"
"JIZV","1785687178c7f6be402e7004c0425689","E","EJIZV"
"VGIU","e3b8deb58036747c75efd06b65d1781e","E","EVGIU"
"RDUX","f22054652bcd86227c5bb6df3cec3208","E","ERDUX"
"BGHY","d7a7850ff4a1dff3261fdcff393adfc3","E","EBGHY"
"KFGM","2fec6d370677cee7402482e02c9fb19d","E","EKFGM"
"NWSZ","0031887c08a65b0f246fbfcdbdf15832","E","ENWSZ"
"NKZJ","6679688275550401782d98004865fb79","E","ENKZJ"
"OSTU","8c52c0b5f0b6d075f7c7eba92112567f","E","EOSTU"
"TSWT","cf2cc1d60d6aa890c97e77e25e424ae2","E","ETSWT"
"QJYF","cf650912590cc99c90f34d3b9d9a9585","E","EQJYF"
"VXGX","91380a5b7576bb498cb5304bed0f3804","E","EVXGX"
"WUHJ","3289e0858abf417b5db6325b91a9a4af","E","EWUHJ"
"CPXM","56e2f292e6ce9b32e652a4b628552436","E","ECPXM"
"WBSJ","62cee8368cce969511579240fa673fe8","E","EWBSJ"
"RGSI","20fb94e924b206079e0ef2f953676a43","E","ERGSI"
"BJCO","5ca2b4928ea9485c91cbc805ad1b4dde","E","EBJCO"
"ENQJ","524fdd7cbe1cc0297bd6fbc8a3d84744","E","EENQJ"
"FKAY","0f04cfeadaddb4b5c6e324634706e58c","E","EFKAY"
"XVII","e56a59b6fdb14c57cad778e70071cf2e","E","EXVII"
"CZXK","47be496e663ce64a63e6a99c616ec00c","E","ECZXK"
"XACY","69b37eac829275d7a6caeac311d6dc1b","E","EXACY"
"LKVR","4839359606fccdbaaadb188d6c8c36dc","E","ELKVR"
"TFUX","c2da50604eb31294a885fe5937208a69","E","ETFUX"
"RITA","8d0dd327d4deb5da50460211524e2114","E","ERITA"
"JDCI","f17eb5f4704b6d73521a4e35425bc0f3","E","EJDCI"
"MMLP","646fcc269add728590b6c95482ad7433","E","EMMLP"
"QDRA","de9f0dacdca2a8cf9a5ea88578d34767","E","EQDRA"
"WBMJ","6ae1133a93709015cdaeb3533187eb39","E","EWBMJ"
"JKJN","15e524f41b56b12ae05924f582786711","E","EJKJN"
"JLCP","bf959d6c95872e6d549571683dd1e0d1","E","EJLCP"
"MEBP","1712524a97935889b1542c77aa41d1b5","E","EMEBP"
"ILGH","10c7742022c71890ecb89e08febf4659","E","EILGH"
"UKBS","a902041c63c065396f569e12a8283127","E","EUKBS"
"WEJJ","813aa3161e5d3907c779043cfaf6895e","E","EWEJJ"
"XCPF","39f73fe8f13d1cde9a0847d479cbb724","E","EXCPF"
"SLYD","7c97cbb89a443694330e6bcc7aa0b4bc","E","ESLYD"
"MFAN","e0fc4e8d7853ca181855d8f4f90fa090","E","EMFAN"
"QLGY","47b4558f1b767673e7598dbbb8eec40c","E","EQLGY"
"DPBE","696e34e7eeac15c56dea787931c64d33","E","EDPBE"
"VJID","8f29c6ed97b2f22472c7a0622841d966","E","EVJID"
"YTUO","7c8b2c001a5e0f5831b34a63a374b04b","E","EYTUO"
"EHQI","683d1b772b5adf03d784ee9ca0b0f692","E","EEHQI"
"KHCE","7da763d5232ace1fe8cfd9c1a5d416b7","E","EKHCE"
"QFBU","bfed1e096101bb0a926a8046a17a9375","E","EQFBU"
"JJUX","2d8c4cfaf5a06628c294a89b95e18274","E","EJJUX"
"KDVS","66fc4daa21ec5c8a05cefad4c1c5cc60","E","EKDVS"
"TLHE","1479acd4f44f70c1d86209a7151995a1","E","ETLHE"
"WDYX","209f933103acf483c7c1a448ff4166fe","E","EWDYX"
"VDCP","004ee3cdbec62f4443a3677d5a9a2299","E","EVDCP"
"AOET","0399721350fc8bdde868d7a0e03b6250","E","EAOET"
"ZUWA","599caa54e762d67451122ba83922534b","E","EZUWA"
"GZGZ","72d28f6e7f987a8573064c1f3a986b7d","E","EGZGZ"
"HFKM","9e84780938ba5613752912bc90ceaced","E","EHFKM"
"IKMX","ed539c40b3fb5b9599f069498e8467e4","E","EIKMX"
"INAO","efa9e17a327ced7fe49d7de6bb98f1dc","E","EINAO"
"TLSR","96b6d720dd1bde22e2f59961bc22fbbf","E","ETLSR"
"ETQW","17fea25d346b0a07cfa79c0be262bd05","E","EETQW"
"PIJR","7345db55656d4de4f931f7d0dd724548","E","EPIJR"
"WUSM","cc97b3c71c013c1468c8a18ded795c86","E","EWUSM"
"EDYT","5e8f7f64fc4698d3d665e52b12b94d97","E","EEDYT"
"LPAU","068ffe9687079588119378507cc37029","E","ELPAU"
"BXRB","073b996f2289ca2248880c57e08ca37d","E","EBXRB"
"MMDB","44b50653fa3ae0209bb8bb4cc1d938d4","E","EMMDB"
"RLND","c7853eea9304d9f9a5807bd37bd8dd62","E","ERLND"
"DYOF","002c9557af7ac733ce5d40cb3379bc2b","E","EDYOF"
"XPPL","7d2ce3155d64fb6b5d7cf9de2632721a","E","EXPPL"
"EDVO","52c8868f1813f00266e80219854b9e06","E","EEDVO"
"NNVX","0be5ad6de54539bac8949db551d5c313","E","ENNVX"
"LGDN","8ce32ca1538743c198a0298571b6289a","E","ELGDN"
"ZIVH","59c1b72eb7db848b2bfa343c8440bcf4","E","EZIVH"
"IKBL","bbbff08df339fa865d3f8d8ecb8e6020","E","EIKBL"
"OOCG","b5f286a3d6e45ec23923c6b2e5a37039","E","EOOCG"
"MUPP","c2843f2248ad7dbec3ea099521b627de","E","EMUPP"
"PYVE","e0b5409fc21d95a8d03dfcee1de2c7b7","E","EPYVE"
"QPCE","9647a6834e0450f91b3fe004f459eb09","E","EQPCE"
"PCTX","09fc5876523ac2f7553d5ffdc4e106ba","E","EPCTX"
"IEXI","0c7f050bf35232d31d9ba6cb2b31c0d8","E","EIEXI"
"MSGO","4145af55711afe465317ab9a48c3eb7a","E","EMSGO"
"WJKI","0fc0c9c1f920218ece44c11c1682f441","E","EWJKI"
"VDEA","c36b108e7070f50e7de604a66ab0dc78","E","EVDEA"
"MURS","2467222b8de867f15d534e263d0b4021","E","EMURS"
"GEVP","2b20c83436b328bd8cab93615e104b7d","E","EGEVP"
"YFLW","a915ad1ec139cbea838cee0afd6fd96a","E","EYFLW"
"NNEC","5504a8b88df61ba385bb5f11573aa863","E","ENNEC"
"SXVI","b835d5fdfbd5db8d471448cb0cc47fb1","E","ESXVI"
"ROMG","1b57ff191feb19a6956883a25abbcbb0","E","EROMG"
"PGOO","20d93b422b020b7a6b176f6979c71c70","E","EPGOO"
"RNIA","0e1a61eba2c6868bb4768ac598b4d623","E","ERNIA"
"CLEX","7811b7ae7812f4a66b8ec6ace65f2cbe","E","ECLEX"
"UWZJ","1573913ec32d96396ee87c1c4e785d13","E","EUWZJ"
"VQPX","928754995ba52fa346d33555fd2f0792","E","EVQPX"
"SZKH","99bea86b37489f0181ce5a10302dfad0","E","ESZKH"
"VNWT","8d4852121294a503c023882cd255c6ac","E","EVNWT"
"QLNV","4e4bf45ba19bc2f56751790ad575c061","E","EQLNV"
"MMPP","9f670a1e1e75204c339b088933ea072b","E","EMMPP"
"OASL","2c977b8fb838d8bd27481d7ff4636325","E","EOASL"
"OGTF","545bb24556121f515d8cb120eea2a1fd","E","EOGTF"
"ZVFE","ec809a8193c2ae6cac30975b6b830174","E","EZVFE"
"ZTBO","20608754abb043f71bf22a718a854694","E","EZTBO"
"BUFV","a0538f4a2cad296f525c7fd284c5a10a","E","EBUFV"
"QUUC","8f3bbb6f69d4fb24616148eeed0ae140","E","EQUUC"
"PRRP","6ee73f99776da875771fcbc58e22e280","E","EPRRP"
"FBOL","01e409198a0677c0a13218c323053f47","E","EFBOL"
"CEIU","d8c8d30296b41c1a4f7a758f8275b44d","E","ECEIU"
"GEDM","525ee8015c332d2b35917d0e0ee14136","E","EGEDM"
"QECC","1995fa95ffc56830f5bc1239fca11891","E","EQECC"
"UWMY","7be02aeb4d1f1d5f24a9b1b6e93d98cb","E","EUWMY"
"JXUP","877da1ea9c5fe7abfbb1bb8b68b22638","E","EJXUP"
"CJHQ","ea1791ee092d50a1e5d471d0874ae901","E","ECJHQ"
"JUYC","84dbddce41f1827fda01b608df9a60be","E","EJUYC"
"BEGG","da0d94878b2c054ebb17559507768098","E","EBEGG"
"UHPU","1a5a3d9e001b52ba330a1104eb5105b1","E","EUHPU"
"RJQY","d04380d6dd3eeff15fd88f9f256427b2","E","ERJQY"
"XTTA","3f7262cc99f4f74893c54a2beadd5787","E","EXTTA"
"JQIH","aab23a3683b318c944ea491282027605","E","EJQIH"
"JOPH","e6ebfae70b7e8975edc9e8f5fbd1c872","E","EJOPH"
"QINS","6beaa77ea212e9fe9f5a91cc24c254d4","E","EQINS"
"LXUA","e90c512c7c936cb2b6631fa778db1b0e","E","ELXUA"
"QKRP","e34f3304240c5f530de853bf3fcd14e7","E","EQKRP"
"XVAS","8f8e73115bbcc3a3ddc17cec72886554","E","EXVAS"
"SGKI","8f7c876d5617858e69418d5c76050539","E","ESGKI"
"BTYN","82e95f519483d5961eb7a03cf6201988","E","EBTYN"
"EFDA","fefaa8f9429596b743d69b7ff703165c","E","EEFDA"
"VKAD","b6d3c8a01bc1244655b9e2b8b3ef9cd3","E","EVKAD"
"RNND","46990c2e967a2202de36c2c5fc47fe7f","E","ERNND"
"JFAK","5057475104aedb024af2827cf798f11b","E","EJFAK"
"KEJT","f118f15bc9804442cc6f4082ecd4f005","E","EKEJT"
"OIKV","a4abb4eb5458270fd0c29243e1250437","E","EOIKV"
"VBXH","76012508a78e8d858857d1b49a3a76b3","E","EVBXH"
"CWDC","8dfbcbf5908645277691114a1d3f6bb4","E","ECWDC"
"DCVQ","d40aadb649cfaa7c64414a8f5009507a","E","EDCVQ"
"DOQS","7a0b648f74d291d28f665cc267c8956b","E","EDOQS"
"GMFJ","43ff418b0ac3925e3966c6a4a087419f","E","EGMFJ"
"CJFY","54a706ff4e238dcf3b9535a29dd930e8","E","ECJFY"
"SYFH","74d188f67920ea267dcc942ea7924c1f","E","ESYFH"
"UEHB","27f7215bbb9e6596ae7a48c668efedab","E","EUEHB"
"ERGU","37564d9dc5d7124e5a317da5eec8257b","E","EERGU"
"KVAI","6d784ece7f31362a2bc84b781f4d6662","E","EKVAI"
"WQAB","169f44fd66e12bc6e30e2f774a10cebc","E","EWQAB"
"PLJH","6fa891f189003fad2a32d328ad62c3d2","E","EPLJH"
"LXRR","2ad1cf027afeae2cd1b6d276e009ba18","E","ELXRR"
"LTNR","a5bd013aa7b40f2fa0bfe82bcb0204c1","E","ELTNR"
"ETGH","eae62cd4fc7a57cc9064eaddc0adb213","E","EETGH"
"YCDT","95f892458ca95a5e7211fe0e9332a469","E","EYCDT"
"KPQI","0f513273d3f239c8d90cc66785d51eaf","E","EKPQI"
"OLFR","57161eba9d9736b7d7662b06279fc89b","E","EOLFR"
"WRCF","1f5ae1f199b46ad381a291da94fa8de1","E","EWRCF"
