"lga_id","state","lga","unique_lga","pop_2006","zone","area_sq_km","surveying_effort","pop_density_2006","unique_lga_2013","longitude","latitude"
180,"Oyo","Egbeda","oyo_egbeda",281573,"Southwest",190.8867095,"Others",1475.07912278199,"oyo_egbeda",4.06590112798569,7.38563010192165
181,"Osun","Egbedore","osun_egbedore",74435,"Southwest",270.7712688,"Others",274.899919514651,"osun_egbedore",4.42785484994062,7.79724694837091
182,"Edo","Egor","edo_egor",339899,"South-South",92.94754751,"Others",3656.89046247757,"edo_egor",5.58208329636011,6.35663060447208
183,"Imo","Ehime-Mbano","imo_ehime_mbano",130931,"Southeast",168.6249151,"Others",776.462955799585,"imo_ehime_mbano",7.28961475323293,5.67883090529995
184,"Osun","Ejigbo","osun_ejigbo",132641,"Southwest",373.5586672,"Others",355.074079780313,"osun_ejigbo",4.26995459809756,7.84652176815191
185,"Bayelsa","Ekeremor","bayelsa_ekeremor",270257,"South-South",1811.346174,"148",149.202291576983,"bayelsa_ekeremor",5.70342401143227,4.94502555952729
186,"Akwa Ibom","Eket","akwa_ibom_eket",172557,"South-South",167.4831066,"Others",1030.29495632726,"akwa_ibom_eket",7.9480863365081,4.63709423217864
187,"Kwara","Ekiti","kwara_ekiti",54850,"North-Central",480.0864902,"148",114.25024681938,"kwara_ekiti",5.34252382545979,8.10962858718301
188,"Ekiti","Ekiti East","ekiti_ekiti_east",137955,"Southwest",320.8415783,"113",429.978560543691,"ekiti_ekiti_east",5.67212978257736,7.73054095688669
189,"Ekiti","Ekiti South-West","ekiti_ekiti_south_west",165277,"Southwest",345.9703741,"148",477.720095051341,"ekiti_ekiti_south_west",5.04879798395151,7.52246717073299
190,"Ekiti","Ekiti West","ekiti_ekiti_west",179892,"Southwest",366.1935618,"148",491.248396382921,"ekiti_ekiti_west",5.00724172940247,7.67997470109504
191,"Anambra","Ekwusigo","anambra_ekwusigo",158231,"Southeast",116.4667022,"Others",1358.59431932984,"anambra_ekwusigo",6.84841785627187,5.99093499994747
192,"Rivers","Eleme","rivers_eleme",190884,"South-South",138.0841968,"Others",1382.37397489066,"rivers_eleme",7.14297517729692,4.78934215122505
193,"Rivers","Emuoha","rivers_emuoha",201901,"South-South",831.4709125,"Others",242.823888322131,"rivers_emuoha",6.77757737304473,5.0031307445627
194,"Ekiti","Emure","ekiti_emure",93884,"Southwest",301.0868812,"Others",311.816973312884,"ekiti_emure",5.52118981367827,7.43138558540474
195,"Enugu","Enugu East","enugu_enugu_east",279089,"Southeast",383.3100179,"Others",728.10254615576,"enugu_enugu_east",7.5587299836583,6.54920943634259
196,"Enugu","Enugu North","enugu_enugu_north",244852,"Southeast",106.3694216,"Others",2301.90214741188,"enugu_enugu_north",7.53767479962858,6.44279413925433
197,"Enugu","Enugu South","enugu_enugu_south",198723,"Southeast",67.43521514,"Others",2946.87278134188,"enugu_enugu_south",7.51152079890368,6.40062172782644
198,"Lagos","Epe","lagos_epe",181409,"Southwest",1186.915542,"148",152.84069807892,"lagos_epe",3.96852888919106,6.55533215011913
199,"Edo","Esan Central","edo_esan_central",105310,"South-South",338.5274937,"Others",311.082561859288,"edo_esan_central",6.39466894331334,6.77416764331892
200,"Edo","Esan North-East","edo_esan_north_east",119346,"South-South",252.6356913,"Others",472.403560185322,"edo_esan_north_east",6.25061271441076,6.72462349530717
201,"Edo","Esan South-East","edo_esan_south_east",167721,"South-South",1306.968189,"113",128.328295525179,"edo_esan_south_east",6.47184879847131,6.5881611487772
202,"Edo","Esan West","edo_esan_west",125842,"South-South",502.4137594,"148",250.47482805862,"edo_esan_west",6.13641444048603,6.66824583156802
203,"Ondo","Ese-Odo","ondo_ese_odo",154978,"Southwest",762.6990089,"148",203.196802659435,"ondo_ese_odo",4.96973858288236,6.22251698389881
204,"Akwa Ibom","Esit-Eket","akwa_ibom_esit_eket",63701,"South-South",167.9649663,"148",379.251705895767,"akwa_ibom_esit_eket",8.07557154285812,4.63966784626802
205,"Akwa Ibom","Essien Udim","akwa_ibom_essien_udim",192668,"South-South",295.0497968,"148",653.001635959778,"akwa_ibom_essien_udim",7.64977950670301,5.10912212903446
206,"Rivers","Etche","rivers_etche",249454,"South-South",805.4289378,"Others",309.715715804022,"rivers_etche",7.09285114633352,5.08817552387346
207,"Delta","Ethiope East","delta_ethiope_east",200792,"South-South",380.549059,"Others",527.637620567602,"delta_ethiope_east",5.9848256580019,5.68624904025202
208,"Delta","Ethiope West","delta_ethiope_west",203592,"South-South",536.8423915,"113",379.239797794545,"delta_ethiope_west",5.75309146944581,5.92015494034449
209,"Akwa Ibom","Etim-Eko","akwa_ibom_etim_eko",105418,"South-South",205.899836,"Others",511.986808964724,"akwa_ibom_etim_eko",7.59973625902889,4.96777891248555
210,"Akwa Ibom","Etinan","akwa_ibom_etinan",169284,"South-South",174.8787999,"Others",968.007557787455,"akwa_ibom_etinan",7.84455236194675,4.81418399707121
211,"Lagos","Eti-osa","lagos_eti_osa",287785,"Southwest",192.6066506,"113",1494.15920532082,"lagos_eti_osa",3.54598312336133,6.45608376259541
212,"Edo","Etsako-Central","edo_etsako_central",94575,"South-South",660.3800436,"Others",143.212989121284,"edo_etsako_central",6.51849195983617,6.97637357238915
213,"Edo","Etsako East","edo_etsako_east",145996,"South-South",1133.424248,"148",128.809667040051,"edo_etsako_east",6.50629884729796,7.19829668600477
214,"Edo","Etsako West","edo_etsako_west",197609,"South-South",946.1014423,"113",208.866608975468,"edo_etsako_west",6.31287083636358,6.99318262941358
215,"Cross River","Etung","cross_river_etung",80196,"South-South",814.7361625,"Others",98.4318650517737,"cross_river_etung",8.79675606260049,5.86238547369925
216,"Ogun","Ewekoro","ogun_ewekoro",55156,"Southwest",594.9150083,"148",92.7124029995664,"ogun_ewekoro",3.199782802393,6.94437377429667
217,"Enugu","Ezeagu","enugu_ezeagu",169718,"Southeast",633.0142086,"148",268.110885497113,"enugu_ezeagu",7.22231316644388,6.40794745586333
218,"Imo","Ezinihitte","imo_ezinihitte",165593,"Southeast",109.3306859,"Others",1514.60679713892,"imo_ezinihitte",7.3267115146214,5.47537620801843
219,"Ebonyi","Ezza North","ebonyi_ezza_north",145619,"Southeast",304.5507269,"Others",478.14366257551,"ebonyi_ezza_north",7.97358568307262,6.26456014809187
220,"Ebonyi","Ezza South","ebonyi_ezza_south",133205,"Southeast",324.3020835,"148",410.743583767324,"ebonyi_ezza_south",8.00942444213301,6.12627466387073
221,"Kano","Fagge","kano_fagge",198828,"Northwest",20.70920062,"Others",9600.95001484417,"kano_fagge",8.53373125722859,12.0150512410958
222,"Kebbi","Fakai","kebbi_fakai",121212,"Northwest",2248.811864,"Others",53.9004627022903,"kebbi_fakai",4.88883693720858,11.5201967544043
223,"Katsina","Faskari","katsina_faskari",196035,"Northwest",1750.333968,"Others",111.998626310153,"katsina_faskari",7.08574475259263,11.6769187076558
224,"Yobe","Fika","yobe_fika",136895,"Northeast",2205.986089,"Others",62.0561483513507,"yobe_fika",11.2187125074005,11.3776950118316
225,"Adamawa","Fufore","adamawa_fufore",207287,"Northeast",4964.877912,"148",41.7506741704548,"adamawa_fufore",12.6020023712921,9.18395315258376
226,"Gombe","Funakaye","gombe_funakaye",236087,"Northeast",1413.218118,"Others",167.056307156685,"gombe_funakaye",11.3563482740863,10.7952812896185
227,"Yobe","Fune","yobe_fune",300760,"Northeast",4943.196491,"113",60.8432216982653,"yobe_fune",11.4130157246358,11.8147527005735
228,"Katsina","Funtua","katsina_funtua",225571,"Northwest",448.4904082,"Others",502.95612988764,"katsina_funtua",7.2983557249969,11.4719928911348
229,"Kano","Gabasawa","kano_gabasawa",211055,"Northwest",605.1456046,"113",348.767302275139,"kano_gabasawa",8.86013952510631,12.1510286385449
230,"Sokoto","Gada","sokoto_gada",248267,"Northwest",1316.042672,"148",188.646618595358,"sokoto_gada",5.72547658114685,13.6819561385215
231,"Jigawa","Gagarawa","jigawa_gagarawa",80394,"Northwest",653.3490177,"Others",123.049086815823,"jigawa_gagarawa",9.55193702104504,12.5104821644884
232,"Bauchi","Gamawa","bauchi_gamawa",286388,"Northeast",2923.211458,"Others",97.9703330103737,"bauchi_gamawa",10.5842789907593,12.0566578465354
233,"Bauchi","Ganjuwa","bauchi_ganjuwa",280468,"Northeast",5055.557976,"113",55.4771602524295,"bauchi_ganjuwa",9.99984125420317,10.7522589884133
234,"Adamawa","Ganaye","adamawa_ganaye",164087,"Northeast",1885.552311,"Others",87.0233082597304,"adamawa_ganaye",11.9627831424896,8.404429992019
235,"Jigawa","Garki","jigawa_garki",152233,"Northwest",1407.3954,"Others",108.166475462404,"jigawa_garki",9.08035821938222,12.4142742945988
236,"Kano","Garko","kano_garko",162500,"Northwest",450.1472483,"Others",360.992987547271,"kano_garko",8.84748017822018,11.5556327290111
237,"Kano","Garun Mallam","kano_garun_mallam",116494,"Northwest",214.1754551,"113",543.918536069449,"kano_garun_mallam",8.40311329236627,11.6586694932935
238,"Taraba","Gashaka","taraba_gashaka",87781,"Northeast",8384.202287,"Others",10.4698094100267,"taraba_gashaka",11.3703623735956,7.50788451084303
239,"Taraba","Gassol","taraba_gassol",244749,"Northeast",5543.366588,"148",44.1516894318013,"taraba_gassol",10.5431881434372,8.44364100981961
240,"Kano","Gaya","kano_gaya",201016,"Northwest",613.0154313,"Others",327.913441874885,"kano_gaya",9.05495919718346,11.783810990757
241,"Adamawa","Gayuk","adamawa_gayuk",177785,"Northeast",756.339085,"Others",235.059913636488,"adamawa_gayuk",11.9199191124154,9.82791721876878
242,"Kano","Gazewa","kano_gazewa",282069,"Northwest",339.8391668,"Others",830.007331574002,"kano_gazewa",8.73162455538642,12.0433983119356
243,"Niger","Gbako","niger_gbako",127446,"North-Central",1754.151606,"Others",72.6539254441158,"niger_gbako",6.0105104036331,9.29796408373856
244,"Benue","Gboko","benue_gboko",358936,"North-Central",1834.40356,"Others",195.66904896325,"benue_gboko",8.85270779725903,7.36577732249102
245,"Ekiti","Gbonyin","ekiti_gbonyin",148193,"Southwest",391.578957,"Others",378.449856282752,"ekiti_gbonyin",5.49641946140512,7.60926023048444
246,"Yobe","Geidam","yobe_geidam",157295,"Northeast",4351.649976,"148",36.1460597399849,"yobe_geidam",12.0714464583615,12.6427847090691
247,"Bauchi","Giade","bauchi_giade",156969,"Northeast",667.3141468,"148",235.225044685056,"bauchi_giade",10.2078940317156,11.4114219426353
248,"Kaduna","Giwa","kaduna_giwa",286427,"Northwest",2066.268322,"148",138.620428407265,"kaduna_giwa",7.36928813550776,11.1188392056757
249,"Rivers","Gokana","rivers_gokana",228828,"South-South",125.9365245,"Others",1817.01060044737,"rivers_gokana",7.29441757029393,4.66432335159078
250,"Gombe","Gombe","gombe_gombe",268000,"Northeast",51.77148733,"Others",5176.59456626625,"gombe_gombe",11.1600298820141,10.28642010157
251,"Adamawa","Gombi","adamawa_gombi",146429,"Northeast",1099.168839,"148",133.217932318039,"adamawa_gombi",12.4815755380259,9.43440312040108
252,"Sokoto","Goronyo","sokoto_goronyo",182296,"Northwest",1704.680298,"Others",106.938526956566,"sokoto_goronyo",5.78991422474469,13.3638732141505
253,"Adamawa","Grie","adamawa_grie",129995,"Northeast",1845.576493,"113",70.4359859876044,"adamawa_grie",12.5443874202665,10.1830902651549
254,"Borno","Gubio","borno_gubio",152778,"Northeast",2460.111051,"148",62.102074594518,"borno_gubio",12.7474888947957,12.6695440101336
255,"Sokoto","Gudu","sokoto_gudu",95544,"Northwest",3481.309124,"148",27.4448480720438,"sokoto_gudu",4.49900535073202,13.4316304854866
256,"Yobe","Gujba","yobe_gujba",130088,"Northeast",3234.784232,"Others",40.215356162896,"yobe_gujba",11.9469080540987,11.3552345964068
257,"Yobe","Gulani","yobe_gulani",103510,"Northeast",2087.210022,"Others",49.5925177193309,"yobe_gulani",11.6770065331013,10.9445429262902
258,"Benue","Guma","benue_guma",191599,"North-Central",2880.984852,"148",66.5046884460328,"benue_guma",8.76691892237978,7.92345082214957
259,"Jigawa","Gumel","jigawa_gumel",107161,"Northwest",223.3721011,"Others",479.742096135926,"jigawa_gumel",9.40767952086012,12.6377639692843
260,"Zamfara","Gummi","zamfara_gummi",204539,"Northwest",2612.036747,"Others",78.3063256039254,"zamfara_gummi",5.14710155020565,12.023160583625
261,"Niger","Gurara","niger_gurara",90974,"North-Central",954.7240145,"Others",95.2882703465296,"niger_gurara",7.0602332658899,9.33953900691123
262,"Jigawa","Guri","jigawa_guri",115018,"Northwest",1059.079802,"113",108.601825644108,"jigawa_guri",10.4662051109315,12.6465838748536
263,"Zamfara","Gusau","zamfara_gusau",383162,"Northwest",3365.612881,"Others",113.846129530546,"zamfara_gusau",6.73694732737121,11.810687692152
264,"Borno","Guzamala","borno_guzamala",95648,"Northeast",2512.672291,"113",38.0662453844842,"borno_guzamala",13.2289982245576,12.8762777576924
265,"Sokoto","Gwadabawa","sokoto_gwadabawa",231358,"Northwest",992.1064398,"Others",233.198768517862,"sokoto_gwadabawa",5.34926770313134,13.4318862329744
266,"FCT","Gwagwalada","fct_gwagwalada",157770,"North-Central",1043.552917,"Others",151.185433368876,"fct_gwagwalada",7.02443031881779,9.06841059019408
267,"Kano","Gwale","kano_gwale",362059,"Northwest",18.28695902,"Others",19798.7538334846,"kano_gwale",8.49116834877861,11.9837407518889
268,"Kebbi","Gwandu","kebbi_gwandu",151019,"Northwest",1019.254443,"Others",148.166143436669,"kebbi_gwandu",4.67556015901404,12.5039737827608
269,"Jigawa","Gwaram","jigawa_gwaram",272582,"Northwest",1911.112434,"Others",142.630017549245,"jigawa_gwaram",9.96848838994726,11.1998272017058
270,"Kano","Gwarzo","kano_gwarzo",183987,"Northwest",393.0298753,"Others",468.124719169408,"kano_gwarzo",7.95649517416124,11.8956447239287
271,"Benue","Gwer East","benue_gwer_east",163647,"North-Central",2293.945926,"Others",71.3386475876328,"benue_gwer_east",8.41682746178276,7.40387007038841
272,"Benue","Gwer West","benue_gwer_west",122145,"North-Central",1093.949065,"113",111.655107086727,"benue_gwer_west",8.20415880993071,7.65163597676667
273,"Jigawa","Gwiwa","jigawa_gwiwa",124517,"Northwest",450.2423204,"Others",276.555522122793,"jigawa_gwiwa",8.28531682356126,12.7550813625143
274,"Borno","Gwoza","borno_gwoza",276312,"Northeast",2877.717929,"Others",96.0177497646608,"borno_gwoza",13.5884372384457,11.1767616541009
275,"Jigawa","Hadejia","jigawa_hadejia",105628,"Northwest",32.46903988,"Others",3253.19135984258,"jigawa_hadejia",10.0456760790457,12.4704262091971
276,"Borno","Hawul","borno_hawul",120314,"Northeast",2095.253027,"Others",57.422181688608,"borno_hawul",12.2731001307138,10.4572289346454
277,"Adamawa","Hong","adamawa_hong",169126,"Northeast",2621.70324,"Others",64.509971006482,"adamawa_hong",12.9200206310757,10.3039201870325
278,"Oyo","Ibadan North","oyo_ibadan_north",306795,"Southwest",27.29787875,"Others",11238.7853580015,"oyo_ibadan_north",3.91331218995305,7.40610375844054
279,"Oyo","Ibadan North East","oyo_ibadan_north_east",330399,"Southwest",17.90617077,"Others",18451.6837376281,"oyo_ibadan_north_east",3.93473976003575,7.36068305864731
280,"Oyo","Ibadan North West","oyo_ibadan_north_west",152834,"Southwest",25.98089141,"Others",5882.55412749905,"oyo_ibadan_north_west",3.88434901627758,7.3876321133223
281,"Oyo","Ibadan South East","oyo_ibadan_south_east",266046,"Southwest",16.87535101,"Others",15765.3609600385,"oyo_ibadan_south_east",3.91150807072079,7.32772969562107
282,"Oyo","Ibadan South West","oyo_ibadan_south_west",282585,"Southwest",40.37622405,"Others",6998.79710519885,"oyo_ibadan_south_west",3.87200811699345,7.34646665845531
283,"Kogi","Ibaji","kogi_ibaji",128129,"North-Central",1377.374211,"Others",93.0241026561517,"kogi_ibaji",6.7704463718493,6.81761373260668
284,"Oyo","Ibarapa Central","oyo_ibarapa_central",102979,"Southwest",440.6734031,"Others",233.685535082387,"oyo_ibarapa_central",3.25478508889681,7.42462854546315
285,"Oyo","Ibarapa East","oyo_ibarapa_east",118226,"Southwest",838.8874459,"Others",140.931898048804,"oyo_ibarapa_east",3.49459850704917,7.60077635031255
286,"Oyo","Ibarapa North","oyo_ibarapa_north",101092,"Southwest",1219.702735,"113",82.8824902159459,"oyo_ibarapa_north",3.16589148230295,7.64033498843923
287,"Lagos","Ibeju/lekki","lagos_ibeju_lekki",117481,"Southwest",455.3042673,"113",258.027452052392,"lagos_ibeju_lekki",3.86960563441176,6.47105447486078
288,"Akwa Ibom","Ibeno","akwa_ibom_ibeno",75380,"South-South",243.2822484,"Others",309.845870365608,"akwa_ibom_ibeno",8.07097753035491,4.5618125174442
289,"Akwa Ibom","Ibesikpo-Asutan","akwa_ibom_ibesikpo_asutan",137101,"South-South",154.4795722,"Others",887.502457752145,"akwa_ibom_ibesikpo_asutan",7.95537606351637,4.92325687193225
290,"Taraba","Ibi","taraba_ibi",84054,"Northeast",2670.165966,"148",31.4789421595077,"taraba_ibi",9.8078072773811,8.34606936775052
291,"Akwa Ibom","Ibiono-Ibom","akwa_ibom_ibiono_ibom",189640,"South-South",336.9332489,"148",562.841454855303,"akwa_ibom_ibiono_ibom",7.88477921025826,5.20674837432089
292,"Kogi","Idah","kogi_idah",79815,"North-Central",35.86498674,"Others",2225.42951370962,"kogi_idah",6.71846953039048,7.08060096865392
293,"Ondo","Idanre","ondo_idanre",129024,"Southwest",1915.218309,"Others",67.3677770276579,"ondo_idanre",5.19879953923541,6.97508871688144
294,"Imo","Ideato North","imo_ideato_north",158406,"Southeast",190.2519118,"Others",832.611869711577,"imo_ideato_north",7.13082551340573,5.87975555700656
295,"Imo","Ideato South","imo_ideato_south",159879,"Southeast",88.49410163,"Others",1806.66278379168,"imo_ideato_south",7.13653759231608,5.80754893871021
296,"Anambra","Idemili North","anambra_idemili_north",430783,"Southeast",115.4812102,"Others",3730.32980217244,"anambra_idemili_north",6.88238832974671,6.1298297200185
297,"Anambra","Idemili South","anambra_idemili_south",207683,"Southeast",137.0704782,"Others",1515.15485119246,"anambra_idemili_south",6.88468896988176,6.07244187573088
298,"Oyo","Ido","oyo_ido",103261,"Southwest",987.3803117,"148",104.580776805457,"oyo_ido",3.72267386427401,7.51161410817577
299,"Ekiti","Ido Osi","ekiti_ido_osi",159114,"Southwest",231.7622731,"Others",686.539693763471,"ekiti_ido_osi",5.18624797165932,7.85722476718265
300,"Lagos","Ifako-Ijaye","lagos_ifako_ijaye",427878,"Southwest",26.65039245,"Others",16055.2232318065,"lagos_ifako_ijaye",3.31230538187983,6.65822096681056
301,"Osun","Ifedayo","osun_ifedayo",37058,"Southwest",128.34704,"148",288.732798200878,"osun_ifedayo",4.98961415203452,7.97910664093263
302,"Ondo","Ifedore","ondo_ifedore",176327,"Southwest",295.5063647,"148",596.694423752965,"ondo_ifedore",5.09798059699135,7.3737856176288
303,"Kwara","Ifelodun","kwara_ifelodun",206042,"North-Central",3438.212687,"113",59.9270664025678,"kwara_ifelodun",5.05419890202512,8.54497713578296
304,"Osun","Ifelodun","osun_ifelodun",96748,"Southwest",114.5308019,"Others",844.733455061926,"osun_ifelodun",4.63564214871145,7.92057450448727
305,"Ogun","Ifo","ogun_ifo",524837,"Southwest",521.9265769,"Others",1005.57630752832,"ogun_ifo",3.25518039267459,6.76769347125008
306,"Kaduna","Igabi","kaduna_igabi",430229,"Northwest",3727.482972,"Others",115.420782128794,"kaduna_igabi",7.52789416201132,10.7280427951563
307,"Kogi","Igalamela-Odolu","kogi_igalamela_odolu",148020,"North-Central",2175.41586,"148",68.0421627522749,"kogi_igalamela_odolu",7.03662347226231,7.0644086132358
308,"Enugu","Igbo Etiti","enugu_igbo_etiti",209248,"Southeast",325.4243512,"113",643.000436901539,"enugu_igbo_etiti",7.42258788766491,6.68448490112987
309,"Enugu","Igbo Eze - North","enugu_igbo_eze_north",259431,"Southeast",293.282841,"Others",884.576128338855,"enugu_igbo_eze_north",7.45877185749374,7.00580814927983
310,"Enugu","Igbo-Eze South","enugu_igbo_eze_south",147328,"Southeast",157.804741,"Others",933.609466143986,"enugu_igbo_eze_south",7.3770281599466,6.94718195940227
311,"Edo","Igueben","edo_igueben",69639,"South-South",380.2498975,"Others",183.140088814883,"edo_iguegben",6.24146000777885,6.51468558923103
312,"Anambra","Ihiala","anambra_ihiala",302158,"Southeast",251.8348016,"Others",1199.82622767099,"anambra_ihiala",6.87166763764806,5.85085883573946
313,"Imo","Ihitte/Uboma","imo_ihitte_uboma",120744,"Southeast",103.9749319,"Others",1161.27991424056,"imo_ihitte_uboma",7.37690348714502,5.64286037265114
314,"Ondo","ijaye","ondo_ijaye",290615,"Southwest",1319.392871,"Others",220.26418846703,"ondo_ijaye",4.76805007695721,6.23058566257278
315,"Ogun","Ijebu East","ogun_ijebu_east",110196,"Southwest",2236.583066,"Others",49.2697998456544,"ogun_ijebu_east",4.26943186191068,6.8273679617515
316,"Ogun","Ijebu North","ogun_ijebu_north",284336,"Southwest",967.9979216,"Others",293.736167873193,"ogun_ijebu_north",3.98446438458229,7.01459524203758
317,"Ogun","Ijebu North East","ogun_ijebu_north_east",67634,"Southwest",118.1602525,"Others",572.392141765269,"ogun_ijebu_north_east",4.02489017588297,6.88801550099349
318,"Ogun","Ijebu-ode","ogun_ijebu_ode",154032,"Southwest",191.9014879,"Others",802.661832826779,"ogun_ijebu_ode",3.97076299044947,6.76337986198449
319,"Ekiti","Ijero","ekiti_ijero",221405,"Southwest",391.1449345,"113",566.043377969401,"ekiti_ijero",5.05680108759621,7.8420178799655
320,"Kogi","Ijumu","kogi_ijumu",119929,"North-Central",1306.333111,"Others",91.8058334356956,"kogi_ijumu",5.96251678811496,7.83582083151911
321,"Akwa Ibom","Ika","akwa_ibom_ika",72939,"South-South",112.7666613,"Others",646.813509942943,"akwa_ibom_ika",7.53524032326648,5.00996527645381
322,"Delta","Ika North","delta_ika_north",183657,"South-South",463.11865,"Others",396.565761279534,"delta_ika_north",6.29494165142602,6.22873850346643
323,"Kaduna","Ikara","kaduna_ikara",193926,"Northwest",852.9789685,"113",227.351443777128,"kaduna_ikara",8.20157368658501,11.2714555920567
324,"Delta","Ika South","delta_ika_south",162594,"South-South",435.8570098,"Others",373.044361669459,"delta_ika_south",6.19986946072518,6.18243722380715
325,"Imo","Ikeduru","imo_ikeduru",149316,"Southeast",178.761578,"148",835.280162944187,"imo_ikeduru",7.15480969638238,5.56384952198572
326,"Lagos","Ikeja","lagos_ikeja",313196,"Southwest",46.22704785,"113",6775.1676684238,"lagos_ikeja",3.34884497828696,6.5992197518715
327,"Ogun","Ikenne","ogun_ikenne",118735,"Southwest",143.9043352,"113",825.096754972535,"ogun_ikenne",3.68564622051673,6.90538038778163
328,"Ekiti","Ikere","ekiti_ikere",147355,"Southwest",262.8659453,"Others",560.570901764505,"ekiti_ikere",5.21191001926137,7.49601707141361
329,"Ekiti","Ikole","ekiti_ikole",168436,"Southwest",1073.271679,"113",156.93696507201,"ekiti_ikole",5.51104046103903,7.89287497889169
330,"Cross River","Ikom","cross_river_ikom",162383,"South-South",1960.78659,"Others",82.815233859795,"cross_river_ikom",8.61701018199789,6.07575692223638
331,"Akwa Ibom","Ikono","akwa_ibom_ikono",131904,"South-South",258.9647779,"Others",509.351121297797,"akwa_ibom_ikono",7.78268761233111,5.21616635544125
332,"Lagos","Ikorodu","lagos_ikorodu",535619,"Southwest",394.4667107,"Others",1357.83067486105,"lagos_ikorodu",3.56783988650183,6.61510774212703
333,"Akwa Ibom","Ikot-Abasi","akwa_ibom_ikot_abasi",132023,"South-South",359.5677943,"Others",367.171370998395,"akwa_ibom_ikot_abasi",7.62610875184746,4.60696682945847
334,"Akwa Ibom","Ikot-Ekpene","akwa_ibom_ikot_ekpene",143077,"South-South",115.858655,"Others",1234.92716189395,"akwa_ibom_ikot_ekpene",7.70397805959453,5.19451767083887
335,"Edo","Ikpoba-Okha","edo_ikpoba_okha",371106,"South-South",862.9547205,"Others",430.041103182076,"edo_ikpoba_okha",5.65104524933661,6.17103912390606
336,"Rivers","Ikwerre","rivers_ikwerre",189726,"South-South",655.7053418,"Others",289.346430332833,"rivers_ikwerre",6.90606485369216,5.06399045269016
337,"Ebonyi","Ikwo","ebonyi_ikwo",214604,"Southeast",577.0883626,"113",371.873726638895,"ebonyi_ikwo",8.19522845760813,6.08646965091464
338,"Abia","Ikwuano","abia_ikwuano",137993,"Southeast",281.516886,"113",490.17663544346,"abia_ikwuano",7.58497269176857,5.40600929101
339,"Osun","Ila","osun_ila",62049,"Southwest",303.033354,"Others",204.759638439008,"osun_ila",4.88824574568914,7.98841676575682
340,"Ekiti","Ilejemeje","ekiti_ilejemeje",43530,"Southwest",95.00090309,"Others",458.206170511468,"ekiti_ilejemeje",5.23228616188007,7.95513801750075
341,"Ondo","Ile Oluji Okeigbo","ondo_ile_oluji_okeigbo",172870,"Southwest",698.2742342,"113",247.567490726697,"ondo_ile_oluji_okeigbo",4.87536672903552,7.26587737656882
342,"Osun","Ilesha-East","osun_ilesha_east",106586,"Southwest",70.63900163,"Others",1508.88316001813,"osun_ilesha_east",4.75987177446169,7.60438678267858
343,"Osun","Ilesha-West","osun_ilesha_west",103555,"Southwest",62.88933406,"Others",1646.62261968306,"osun_ilesha_west",4.71648617362523,7.64510085509899
344,"Sokoto","Illela","sokoto_illela",150489,"Northwest",1246.748775,"113",120.705151685431,"sokoto_illela",5.36986367311046,13.681281208316
345,"Kwara","Ilorin East","kwara_ilorin_east",204310,"North-Central",486.3142165,"148",420.119324231189,"kwara_ilorin_east",4.76072568547345,8.59710285216178
346,"Kwara","Ilorin South","kwara_ilorin_south",208691,"North-Central",174.6443191,"Others",1194.94868814201,"kwara_ilorin_south",4.67201840259067,8.4439297565501
347,"Kwara","Ilorin west","kwara_ilorin_west",364666,"North-Central",104.6956114,"Others",3483.1068382299,"kwara_ilorin_west",4.52349713250628,8.48751821677645
348,"Ogun","Imeko Afon","ogun_imeko_afon",82217,"Southwest",1657.508241,"Others",49.602769968973,"ogun_imeko_afon",2.87891709972648,7.63895981094054
349,"Katsina","Ingawa","katsina_ingawa",169753,"Northwest",892.4487239,"Others",190.210367782453,"katsina_ingawa",8.08744560031211,12.6230437431424
350,"Akwa Ibom","Ini","akwa_ibom_ini",99196,"South-South",372.3852151,"148",266.380070898792,"akwa_ibom_ini",7.75025273005947,5.39599730550804
351,"Ogun","Ipokia","ogun_ipokia",150426,"Southwest",630.3391939,"Others",238.642942491474,"ogun_ipokia",2.80659463586536,6.61614168333732
352,"Ondo","Irele","ondo_irele",145166,"Southwest",963.4698225,"Others",150.670001913838,"ondo_irele",5.00434221137809,6.52231649325733
353,"Oyo","Irepo","oyo_irepo",122553,"Southwest",985.5253766,"148",124.352962297937,"oyo_irepo",3.92322430614331,9.0156885547028
354,"Osun","Irepodun","osun_irepodun",119497,"Southwest",64.27142951,"Others",1859.25536293552,"osun_irepodun",4.5127827476646,7.87911743255731
355,"Kwara","Irepodun","kwara_irepodun",148610,"North-Central",737.4093939,"Others",201.529843841606,"kwara_irepodun",4.91956865735118,8.16760434143432
356,"Ekiti","Irepodun/Ifelodun","ekiti_irepodun_ifelodun",129149,"Southwest",356.5173426,"Others",362.251662312261,"ekiti_irepodun_ifelodun",5.23324081795855,7.70898486453945
357,"Osun","Irewole","osun_irewole",143599,"Southwest",271.084458,"Others",529.72051979461,"osun_irewole",4.22348616622791,7.41538224322267
358,"Sokoto","Isa","sokoto_isa",146103,"Northwest",2158.798121,"Others",67.6779355043732,"sokoto_isa",6.33774892268525,13.2033655243419
359,"Ekiti","Ise/Orun","ekiti_ise_orun",113754,"Southwest",432.2732446,"Others",263.152997371515,"ekiti_ise_orun",5.40211046621767,7.44063768258598
