"lga_id","state","lga","unique_lga","pop_2006","zone","area_sq_km","surveying_effort","pop_density_2006","unique_lga_2013","longitude","latitude"
360,"Oyo","Iseyin","oyo_iseyin",256926,"Southwest",1350.121667,"Others",190.298405158474,"oyo_iseyin",3.53210470341683,7.85770363676248
361,"Ebonyi","Ishielu","ebonyi_ishielu",151048,"Southeast",872.4397666,"148",173.132869205002,"ebonyi_ishielu",7.82370155929584,6.42429677741618
362,"Imo","Isiala Mbano","imo_isiala_mbano",198736,"Southeast",165.6060344,"Others",1200.05288889401,"imo_isiala_mbano",7.18931202457063,5.68134416890241
363,"Abia","Isiala Ngwa North","abia_isiala_ngwa_north",153734,"Southeast",283.0211843,"148",543.18902092164,"abia_isiala_ngwa_north",7.40140790305037,5.29057291974854
364,"Abia","Isiala Ngwa South","abia_isiala_ngwa_south",134762,"Southeast",258.0980277,"148",522.134946945974,"abia_isiala_ngwa_south",7.42296419296289,5.39620723608674
365,"Kwara","Isin","kwara_isin",59738,"North-Central",633.6753103,"Others",94.2722543059447,"kwara_isin",5.04262937770209,8.264792139584
366,"Enugu","Isi-Uzo","enugu_isi_uzo",148415,"Southeast",877.1684236,"113",169.197837048087,"enugu_isi_uzo",7.70564093457117,6.74493987797937
367,"Osun","Isokan","osun_isokan",103177,"Southwest",179.4122024,"Others",575.083515055273,"osun_isokan",4.19056475854822,7.30245261302013
368,"Delta","Isoko North","delta_isoko_north",144155,"South-South",477.7137096,"Others",301.760232338118,"delta_isoko_north",6.23754723985431,5.52617541717024
369,"Delta","Isoko South","delta_isoko_south",227712,"South-South",704.3555502,"Others",323.29126949499,"delta_isoko_south",6.22060407455152,5.38075994481057
370,"Imo","Isu","imo_isu",164468,"Southeast",40.06010362,"148",4105.53106801974,"imo_isu",7.05520843256566,5.68974141552392
371,"Abia","Isuikwuato","abia_isuikwuato",114442,"Southeast",393.5685881,"Others",290.780320026257,"abia_isuikwuato",7.4720383328484,5.80554718193891
372,"Bauchi","Itas/Gadau","bauchi_itas_gadau",229969,"Northeast",1397.383052,"113",164.571195901408,"bauchi_itas_gadau",10.0422422921425,11.8811599644858
373,"Oyo","Itesiwaju","oyo_itesiwaju",128652,"Southwest",1515.678615,"Others",84.8807911695713,"oyo_itesiwaju",3.514434994284,8.19643403241932
374,"Akwa Ibom","Itu","akwa_ibom_itu",127033,"South-South",174.6557249,"Others",727.33373081663,"akwa_ibom_itu",7.98817260933928,5.15429940611296
375,"Ebonyi","Ivo","ebonyi_ivo",120919,"Southeast",244.8451009,"Others",493.859176906243,"ebonyi_ivo",7.62478645836984,5.89147365417386
376,"Oyo","Iwajowa","oyo_iwajowa",102980,"Southwest",2533.069846,"148",40.6542283714035,"oyo_iwajowa",3.01435052761366,8.0083597746507
377,"Osun","Iwo","osun_iwo",191377,"Southwest",214.7339277,"Others",891.228517308958,"osun_iwo",4.14168869796943,7.67122681159682
378,"Ebonyi","Izzi","ebonyi_izzi",234072,"Southeast",1068.643936,"113",219.036474277996,"ebonyi_izzi",8.2734471827456,6.51139041821491
379,"Kaduna","Jaba","kaduna_jaba",155377,"Northwest",368.3228501,"Others",421.850015435684,"kaduna_jaba",8.04053982782638,9.47442484302162
380,"Adamawa","Jada","adamawa_jada",168473,"Northeast",2790.615366,"Others",60.3712722479147,"adamawa_jada",12.3233344510283,8.67570178380748
381,"Jigawa","Jahun","jigawa_jahun",229094,"Northwest",1171.046568,"Others",195.631844420383,"jigawa_jahun",9.5560278540345,12.0735536703085
382,"Yobe","Jakusko","yobe_jakusko",229083,"Northeast",3937.348312,"Others",58.1820509254453,"yobe_jakusko",10.9012298644746,12.4172338547893
383,"Taraba","Jalingo","taraba_jalingo",139845,"Northeast",190.568538,"Others",733.830471008808,"taraba_jalingo",11.326424038649,8.91949689810064
384,"Bauchi","Jama'are","bauchi_jama_are",117883,"Northeast",492.3779499,"Others",239.415676562977,"bauchi_jama_are",9.91424943692991,11.717386544167
385,"Kebbi","Jega","kebbi_jega",193352,"Northwest",891.9516804,"Others",216.774074480459,"kebbi_jega",4.43568157709822,12.0801660383753
386,"Kaduna","Jema'a","kaduna_jema_a",278735,"Northwest",1661.122975,"Others",167.799136003161,"kaduna_jema_a",8.26141499303134,9.36775528289238
387,"Borno","Jere","borno_jere",211204,"Northeast",866.3309927,"Others",243.79134739456,"borno_jere",13.1708831205823,11.9085165996958
388,"Katsina","Jibia","katsina_jibia",169748,"Northwest",1037.127793,"Others",163.67124779193,"katsina_jibia",7.28580428966327,12.9886525033451
389,"Plateau","Jos East","plateau_jos_east",85602,"North-Central",1019.20617,"Others",83.9888950044327,"plateau_jos_east",9.11966849832157,9.88536823464746
390,"Plateau","Jos North","plateau_jos_north",429300,"North-Central",291.4070485,"Others",1473.19703558921,"plateau_jos_north",8.90502193424531,9.93414312344068
391,"Plateau","Jos South","plateau_jos_south",306716,"North-Central",509.7119431,"Others",601.743796966173,"plateau_jos_south",8.83302362660921,9.74999032621149
392,"Kogi","Kabba/Bunu","kogi_kabba_bunu",145446,"North-Central",2707.241995,"113",53.7247871703468,"kogi_kabba_bunu",6.22889524729817,8.10006801694396
393,"Kano","Kabo","kano_kabo",153828,"Northwest",340.7349653,"Others",451.459391214994,"kano_kabo",8.19963869188806,11.8802512367282
394,"Kaduna","Kachia","kaduna_kachia",244274,"Northwest",4632.784768,"113",52.7272498578548,"kaduna_kachia",7.64999334598695,9.83222288668756
395,"Kaduna","Kaduna North","kaduna_kaduna_north",357694,"Northwest",72.42071524,"Others",4939.1116728772,"kaduna_kaduna_north",7.43594166448964,10.5477633175517
396,"Kaduna","kaduna South","kaduna_kaduna_south",402390,"Northwest",59.34320031,"Others",6780.72631570213,"kaduna_kaduna_south",7.39909808807386,10.4844602173099
397,"Jigawa","Kafin-Hausa","jigawa_kafin_hausa",271058,"Northwest",1379.353275,"Others",196.510933720007,"jigawa_kafin_hausa",10.0084464580585,12.1599425453839
398,"Katsina","Kafur","katsina_kafur",202884,"Northwest",1106.438998,"Others",183.366638709168,"katsina_kafur",7.7064259063867,11.6618287213346
399,"Borno","Kaga","borno_kaga",90015,"Northeast",2696.505367,"Others",33.3820956196154,"borno_kaga",12.4679496359695,11.6381093582813
400,"Kaduna","Kagarko","kaduna_kagarko",240943,"Northwest",1863.852845,"148",129.271471536156,"kaduna_kagarko",7.6286871242234,9.47506306237748
401,"Kwara","Kaiama","kwara_kaiama",124164,"North-Central",6978.569934,"113",17.7921839537734,"kwara_kaiama",4.17802603433209,9.40786700676994
402,"Katsina","Kaita","katsina_kaita",184401,"Northwest",925.0114838,"113",199.349957518873,"katsina_kaita",7.72626632294973,13.1629929514781
403,"Oyo","Kajola","oyo_kajola",200997,"Southwest",609.6093244,"Others",329.714444899327,"oyo_kajola",3.35624144829795,8.02691832291546
404,"Kaduna","Kajuru","kaduna_kajuru",110868,"Northwest",2810.183518,"Others",39.4522276889961,"kaduna_kajuru",8.29264594731121,10.3002331919499
405,"Borno","Kala/Balge","borno_kala_balge",60797,"Northeast",1892.403207,"113",32.1268743231421,"borno_kala_balge",14.4806845628571,12.0404508323098
406,"Kebbi","Kalgo","kebbi_kalgo",85403,"Northwest",1174.63058,"148",72.7062631044392,"kebbi_kalgo",4.10709438462614,12.2604575003643
407,"Gombe","Kaltungo","gombe_kaltungo",149805,"Northeast",880.453216,"Others",170.1453266087,"gombe_kaltungo",11.4189790217183,9.83460587257967
408,"Plateau","Kanam","plateau_kanam",165898,"North-Central",2597.924251,"Others",63.857904993243,"plateau_kanam",10.0979700320368,9.4986848113849
409,"Katsina","Kankara","katsina_kankara",245739,"Northwest",1462.354682,"Others",168.043363914911,"katsina_kankara",7.36092538219248,11.9769577780241
410,"Plateau","Kanke","plateau_kanke",121424,"North-Central",925.606193,"113",131.183219082027,"plateau_kanke",9.62987862812299,9.38778081465093
411,"Katsina","Kankia","katsina_kankia",151434,"Northwest",823.9709605,"Others",183.78560320634,"katsina_kankia",7.78768117211999,12.4467167753011
412,"Kano","Kano-Municipal","kano_kano_municipal",365525,"Northwest",17.38827426,"Others",21021.3500508704,"kano_kano_municipal",8.50152118896393,11.9580635806219
413,"Yobe","Karasuwa","yobe_karasuwa",106992,"Northeast",1160.996676,"113",92.1553026048457,"yobe_karasuwa",10.7773781499452,12.9618232448052
414,"Kano","Karaye","kano_karaye",141407,"Northwest",478.6999113,"Others",295.398007524135,"kano_karaye",8.01110155212501,11.7594528332431
415,"Taraba","Karim Lamido","taraba_karim_lamido",195844,"Northeast",6613.987032,"113",29.6105811899028,"taraba_karin_lamido",10.8631138079397,9.20200700256081
416,"Nasarawa","Karu","nasarawa_karu",205477,"North-Central",2640.100178,"Others",77.8292436447084,"nasarawa_karu",7.80007993069249,9.04949067464011
417,"Bauchi","Katagum","bauchi_katagum",295970,"Northeast",1435.213545,"Others",206.220183073871,"bauchi_katagum",10.3367232703503,11.6819446606609
418,"Niger","Katcha","niger_katcha",122176,"North-Central",1682.247604,"148",72.6266452747464,"niger_katcha",6.26665862021909,9.14958974874091
419,"Katsina","Katsina","katsina_katsina",318459,"Northwest",142.0670733,"Others",2241.61019582291,"katsina_katsina",7.60999023990966,13.0076703925226
420,"Benue","Katsina-Ala","benue_katsina_ala",224718,"North-Central",2400.8557,"148",93.5991280109004,"benue_katsina_ala",9.57186054631638,7.31810887425968
421,"Kaduna","Kaura","kaduna_kaura",222579,"Northwest",484.9275446,"Others",458.994343543833,"kaduna_kaura",8.46221214419684,9.6133565918426
422,"Zamfara","Kaura Namoda","zamfara_kaura_namoda",281367,"Northwest",868.045788,"Others",324.138431278236,"zamfara_kaura_namoda",6.59459546067256,12.5210769009579
423,"Kaduna","Kauru","kaduna_kauru",17008,"Northwest",2464.394547,"148",6.90149230394316,"kaduna_kauru",7.87679850310153,10.2703283355466
424,"Jigawa","Kazaure","jigawa_kazaure",161494,"Northwest",368.3112135,"Others",438.471580773633,"jigawa_kazaure",8.53733330274833,12.6504643565196
425,"Nasarawa","Keana","nasarawa_keana",79253,"North-Central",1048.193202,"Others",75.6091528248625,"nasarawa_keana",8.78826205812009,8.17170670088433
426,"Sokoto","Kebbe","sokoto_kebbe",124658,"Northwest",2620.595025,"Others",47.5685860694939,"sokoto_kebbe",4.72984824677949,11.9155152188709
427,"Nasarawa","Keffi","nasarawa_keffi",92664,"North-Central",138.1410914,"Others",670.792441705003,"nasarawa_keffi",7.83268532787902,8.83749514308747
428,"Rivers","Khana","rivers_khana",294217,"South-South",560.3552633,"113",525.054406141062,"rivers_khana",7.43546235996282,4.67977173807088
429,"Kano","Kibiya","kano_kibiya",136736,"Northwest",403.5965819,"Others",338.793751315464,"kano_kibiya",8.68374148562994,11.4930809348112
430,"Bauchi","Kirfi","bauchi_kirfi",147618,"Northeast",2369.105824,"113",62.3095846983997,"bauchi_kirfi",10.5400284962412,10.3960303624435
431,"Jigawa","Kiri-Kasama","jigawa_kiri_kasama",191523,"Northwest",795.9851028,"Others",240.61128697797,"jigawa_kiri_kasama",10.2397559047113,12.572008959677
432,"Kano","Kiru","kano_kiru",264781,"Northwest",927.2809215,"Others",285.545613913507,"kano_kiru",8.14824070584507,11.5954852611474
433,"Jigawa","kiyawa","jigawa_kiyawa",172913,"Northwest",1029.769609,"148",167.914258188212,"jigawa_kiyawa",9.58078144375103,11.8443216178188
434,"Kogi","Kogi","kogi_kogi",115900,"North-Central",1498.151317,"148",77.3620118908189,"kogi_kogi",6.86501296946368,8.14712070199217
435,"Kebbi","Koko/Besse","kebbi_koko_besse",154605,"Northwest",1300.406089,"Others",118.889784743233,"kebbi_koko_besse",4.38058141202832,11.465191325545
436,"Nasarawa","Kokona","nasarawa_kokona",109749,"North-Central",1844.280559,"148",59.5077573552626,"nasarawa_kokona",8.06551573984418,8.84361393220517
437,"Bayelsa","Kolokuma/Opokuma","bayelsa_kolokuma_opokuma",77292,"South-South",361.0323431,"148",214.086082527491,"bayelsa_kolokuma",6.26240675756265,5.0855735880616
438,"Borno","Konduga","borno_konduga",156564,"Northeast",5846.136537,"Others",26.7807635023766,"borno_konduga",13.0969359626107,11.6076787779326
439,"Benue","Konshisha","benue_konshisha",225672,"North-Central",1673.096367,"Others",134.882846231176,"benue_konshisha",8.66591277521013,7.06147982042896
440,"Niger","Kontagora","niger_kontagora",151944,"North-Central",2082.100524,"Others",72.9763036167412,"niger_kontagora",5.48811468537056,10.4291133793432
441,"Lagos","Kosofe","lagos_kosofe",665393,"Southwest",81.52132353,"Others",8162.19574446843,"lagos_kosofe",3.40821648255081,6.59257994784444
442,"Jigawa","Kuagama","jigawa_kuagama",127956,"Northwest",882.0306666,"Others",145.069785944334,"jigawa_kuagama",9.77088127771834,12.5036930359397
443,"Kaduna","Kubau","kaduna_kubau",282045,"Northwest",2504.901188,"Others",112.597255872274,"kaduna_kubau",8.36100431075874,10.8679045000596
444,"Kaduna","Kudan","kaduna_kudan",138992,"Northwest",399.845138,"148",347.614580723,"kaduna_kudan",7.77882302639477,11.2668653603702
445,"FCT","Kuje","fct_kuje",97367,"North-Central",1644.361659,"Pilot",59.2126430746462,"fct_kuje",7.25259531999958,8.66045261038968
446,"Borno","Kukawa","borno_kukawa",203864,"Northeast",4892.833905,"Others",41.665832921831,"borno_kukawa",13.7203671691203,13.0431560319279
447,"Kano","Kumbotso","kano_kumbotso",295979,"Northwest",157.6100022,"Others",1877.92015651656,"kano_kumbotso",8.52706436797712,11.9175989044669
448,"Taraba","Kurmi","taraba_kurmi",91531,"Northeast",4350.030595,"Others",21.0414612037918,"taraba_kurmi",10.6236865545388,7.20967047926731
449,"Kano","Kunchi","kano_kunchi",111018,"Northwest",671.0168006,"148",165.447422330904,"kano_kunchi",8.27345877252877,12.4206438530263
450,"Kano","Kura","kano_kura",144601,"Northwest",206.4542153,"Others",700.402264927744,"kano_kura",8.49697261279077,11.7782606889092
451,"Katsina","Kurfi","katsina_kurfi",11781,"Northwest",572.005611,"Others",20.5959518113888,"katsina_kurfi",7.48866399769945,12.6983658385969
452,"Katsina","Kusada","katsina_kusada",99267,"Northwest",390.0433243,"Others",254.502497070426,"katsina_kusada",7.98152197028304,12.4573007761257
453,"FCT","Kwali","fct_kwali",85837,"North-Central",1206.43191,"Others",71.1494774703033,"fct_kwali",6.97573775209391,8.74136014373463
454,"Benue","Kwande","benue_kwande",248697,"North-Central",2890.177878,"148",86.0490289864436,"benue_kwande",9.47352170281614,6.84199205184072
455,"Gombe","Kwami","gombe_kwami",195298,"Northeast",1785.06687,"148",109.406545649464,"gombe_kwami",11.2078451990626,10.507531792899
456,"Sokoto","Kware","sokoto_kware",133899,"Northwest",554.7082453,"Others",241.386352437549,"sokoto_kware",5.29400656425252,13.1593769131456
457,"Borno","Kwaya-Kusar","borno_kwaya_kusar",56500,"Northeast",731.2701577,"Others",77.2628274312526,"borno_kwaya_kusar",11.8786191321998,10.4424522538832
458,"Nasarawa","Lafia","nasarawa_lafia",330712,"North-Central",2755.832242,"Others",120.004401922517,"nasarawa_lafia",8.71537428732341,8.63893763558289
459,"Oyo","Lagelu","oyo_lagelu",147957,"Southwest",338.750336,"113",436.772998507077,"oyo_lagelu",4.06585599403196,7.50466087466112
460,"Lagos","Lagos Island","lagos_lagos_island",209437,"Southwest",8.673032387,"Others",24148.070784784,"lagos_lagos_island",3.39399720964667,6.45362159125166
461,"Lagos","Lagos Mainland","lagos_lagos_mainland",317720,"Southwest",19.49257208,"Others",16299.5421382071,"lagos_lagos_mainland",3.38758948518492,6.49717308503253
462,"Plateau","Langtang South","plateau_langtang_south",106305,"North-Central",1187.252412,"148",89.5386683788013,"plateau_langtang_south",9.81345993378173,8.5960801902786
463,"Plateau","Langtang North","plateau_langtang_north",140643,"North-Central",837.941854,"Others",167.843388331334,"plateau_langtan_north",9.81540928719058,9.08897146801157
464,"Niger","Lapai","niger_lapai",110127,"North-Central",3052.522514,"Others",36.0773751855774,"niger_lapai",6.66347505851414,8.74277355257579
465,"Adamawa","Lamurde","adamawa_lamurde",112803,"Northeast",1169.199512,"113",96.4788291837741,"adamawa_larmurde",11.7107196353969,9.56083619530461
466,"Taraba","Lau","taraba_lau",96590,"Northeast",1658.667249,"Others",58.2335004554009,"taraba_lau",11.4101954502052,9.18485030418278
467,"Niger","Lavun","niger_lavun",209917,"North-Central",2836.913739,"113",73.994847680492,"niger_lavun",5.59643163432124,9.43065616495045
468,"Kaduna","Lere","kaduna_lere",331161,"Northwest",2157.245656,"113",153.511028787535,"kaduna_lere",8.57247055106415,10.3572508800421
469,"Benue","Logo","benue_logo",169063,"North-Central",1407.082304,"113",120.151464857027,"benue_logo",9.22603785717673,7.6665229840718
470,"Kogi","Lokoja","kogi_lokoja",195261,"North-Central",3181.167851,"Others",61.3802883549888,"kogi_lokoja",6.46862491837665,8.2090478187576
471,"Yobe","Machina","yobe_machina",61606,"Northeast",1211.865598,"Others",50.8356703100338,"yobe_machina",10.0164335862063,13.0463526485412
472,"Adamawa","Madagali","adamawa_madagali",134827,"Northeast",819.4232618,"Others",164.53889739941,"adamawa_madgali",13.5083512271328,10.8225527818946
473,"Kano","Madobi","kano_madobi",136623,"Northwest",273.4555385,"Others",499.616869160615,"kano_madobi",8.38894599914329,11.8176919883805
474,"Borno","Mafa","borno_mafa",103518,"Northeast",2863.860303,"148",36.1463161773502,"borno_mafa",13.5371891632905,12.0119818307641
475,"Niger","Magama","niger_magama",181653,"North-Central",4110.928854,"Others",44.1878238352991,"niger_magama",4.97662401591486,10.3759199409509
476,"Borno","Magumeri","borno_magumeri",140231,"Northeast",4849.148693,"Others",28.9186842635762,"borno_magumeri",12.6309839318748,12.1695433065269
477,"Katsina","Mai'Adua","katsina_mai_adua",21178,"Northwest",527.6774376,"Others",40.1343671170071,"katsina_mai_adua",8.21721988866105,13.1420810830104
478,"Borno","Maiduguri","borno_maiduguri",521492,"Northeast",132.1589366,"Others",3945.94579387679,"borno_maiduguri",13.1260079287992,11.8462117594447
479,"Jigawa","Maigatari","jigawa_maigatari",179715,"Northwest",869.9295265,"148",206.585699790016,"jigawa_maigatari",9.58251660113253,12.7157117257953
480,"Adamawa","Maiha","adamawa_maiha",111215,"Northeast",1271.281303,"148",87.4826049416067,"adamawa_maiha",13.162659448377,9.84245963872916
481,"Kebbi","Maiyama","kebbi_maiyama",175686,"Northwest",1028.87805,"Others",170.754930577049,"kebbi_maiyama",4.33920406539228,11.8689179650573
482,"Kaduna","Makarfi","kaduna_makarfi",146259,"Northwest",540.5886596,"Others",270.555065117759,"kaduna_makarfi",7.97935913980587,11.321580762133
483,"Kano","Makoda","kano_makoda",222399,"Northwest",441.2913488,"Others",503.97317011713,"kano_makoda",8.48878669885127,12.4286702171394
484,"Jigawa","Malam Madori","jigawa_malam_madori",161413,"Northwest",765.3381831,"Others",210.90415134679,"jigawa_malam_maduri",10.0085391117248,12.5675234300017
485,"Katsina","Malumfashi","katsina_malumfashi",182920,"Northwest",674.0145325,"Others",271.388807184213,"katsina_malumfashi",7.65832012166051,11.864503596723
486,"Plateau","Mangu","plateau_mangu",294931,"North-Central",1652.392569,"Others",178.487246634429,"plateau_mangu",9.18229166548953,9.40092870790654
487,"Katsina","Mani","katsina_mani",176966,"Northwest",784.4351771,"Others",225.59671616746,"katsina_mani",7.92475483235961,12.892864845577
488,"Zamfara","Maradun","zamfara_maradun",210852,"Northwest",2729.505114,"Others",77.2491683267094,"zamfara_maradun",6.25434844223641,12.7574644446439
489,"Niger","Mariga","niger_mariga",199430,"North-Central",5555.932327,"Others",35.8949656443503,"niger_mariga",5.82119084114517,10.6773155853136
490,"Benue","Makurdi","benue_makurdi",297398,"North-Central",819.9766276,"Others",362.69082555494,"benue_makurdi",8.51959178265379,7.73737474453816
491,"Borno","Marte","borno_marte",229370,"Northeast",3148.690693,"Others",72.8461517385379,"borno_marte",13.8451467194706,12.404734067518
492,"Zamfara","Maru","zamfara_maru",291900,"Northwest",6657.202419,"113",43.8472471810234,"zamfara_maru",6.30029690231652,11.4999703803932
493,"Niger","Mashegu","niger_mashegu",215022,"North-Central",9189.618326,"Others",23.3983602334868,"niger_mashegu",5.24661135411516,9.86746370396416
494,"Katsina","Mashi","katsina_mashi",173134,"Northwest",904.7329356,"113",191.364758800542,"katsina_mashi",7.99008611009256,13.1258651975191
495,"Katsina","Matazu","katsina_matazu",115325,"Northwest",503.2248054,"Others",229.171930243644,"katsina_matazu",7.62519747462793,12.2640867233183
496,"Adamawa","Mayo-Belwa","adamawa_mayo_belwa",153129,"Northeast",1766.114066,"Others",86.7039128151081,"adamawa_mayo_belwa",11.9446826368313,8.95683410034765
497,"Imo","Mbaitoli","imo_mbaitoli",237555,"Southeast",204.0664026,"Others",1164.10637406905,"imo_mbaitoli",7.02571765049044,5.59605668608385
498,"Akwa Ibom","Mbo","akwa_ibom_mbo",104012,"South-South",215.1422705,"113",483.456829558745,"akwa_ibom_mbo",8.25132007611991,4.64738296655415
499,"Adamawa","Michika","adamawa_michika",155302,"Northeast",965.6970725,"113",160.818546956919,"adamawa_michika",13.3983795358963,10.5746150628281
500,"Jigawa","Miga","jigawa_miga",128424,"Northwest",585.5921233,"Pilot",219.306228499607,"jigawa_miga",9.694630181589,12.2324702224179
501,"Plateau","Mikang","plateau_mikang",97411,"North-Central",739.0941768,"113",131.797818272298,"plateau_mikang",9.59931941809234,9.01051011417833
502,"Kano","Minjibir","kano_minjibir",213794,"Northwest",415.9763537,"148",513.957098999399,"kano_minjibir",8.62816232016251,12.1876327964134
503,"Bauchi","Misau","bauchi_misau",263487,"Northeast",1225.552602,"Others",214.99444378806,"bauchi_misau",10.4483033159128,11.3902172481366
504,"Ekiti","Moba","ekiti_moba",146496,"Southwest",199.6412389,"Others",733.796287816966,"ekiti_moba",5.13015118619112,7.99596380451089
505,"Borno","Mobbar","borno_mobbar",116654,"Northeast",2786.205968,"148",41.8684050424803,"borno_mobbar",12.6826353039802,13.0626848360303
506,"Adamawa","Mubi North","adamawa_mubi_north",151072,"Northeast",901.234246,"148",167.627895489449,"adamawa_mubi_north",13.3100042049282,10.323190300545
507,"Adamawa","Mubi South","adamawa_mubi_south",128937,"Northeast",413.500381,"Others",311.818334213337,"adamawa_mubi_south",13.3242981224411,10.1743195749618
508,"Niger","Mokwa","niger_mokwa",244937,"North-Central",4341.392669,"Others",56.4189924005236,"niger_mokwa",5.24304380496155,9.21291377561561
509,"Borno","Monguno","borno_monguno",109851,"Northeast",1910.15426,"Others",57.5089678882793,"borno_monguno",13.5990116006521,12.537211484298
510,"Kogi","Mopa Muro","kogi_mopa_muro",44037,"North-Central",901.915616,"Others",48.8260755427479,"kogi_mopa_muro",5.90926304255848,8.15153810976078
511,"Kwara","Moro","kwara_moro",108792,"North-Central",3275.667914,"Others",33.2121579037453,"kwara_moro",4.5692743585183,8.84244755850813
512,"Niger","Munya","niger_munya",103651,"North-Central",2176.987338,"113",47.6121280958962,"niger_moya",7.04117083554518,9.81980690213896
513,"Akwa Ibom","Mpkat-Enin","akwa_ibom_mpkat_enin",178036,"South-South",329.5264845,"Others",540.27827314135,"akwa_ibom_mpkat_enin",7.76433050626353,4.69460651760058
514,"FCT","Municipal-Area-Council","fct_municipal_area_council",778567,"North-Central",1769.431546,"Others",440.009675288111,"fct_municipal_area_council",7.39809529833516,8.97574889160774
515,"Katsina","Musawa","katsina_musawa",171714,"Northwest",848.6334685,"113",202.341772241805,"katsina_musawa",7.68934417806401,12.092278166266
516,"Lagos","Mushin","lagos_mushin",633009,"Southwest",17.50485671,"Others",36161.9069774151,"lagos_mushin",3.35122476160487,6.53113744249468
517,"Gombe","Nafada","gombe_nafada",138185,"Northeast",1584.563756,"148",87.2069675181943,"gombe_nafada",11.1980203401756,11.0640071594814
518,"Yobe","Nangere","yobe_nangere",87823,"Northeast",979.0593379,"148",89.7014068507563,"yobe_nangere",10.9673147960853,11.8131133120938
519,"Kano","Nassarawa","kano_nassarawa",596669,"Northwest",34.09781677,"Others",17498.7449790323,"kano_nassarawa",8.58423630451338,11.9924524380358
520,"Nasarawa","Nasarawa","nasarawa_nasarawa",596669,"North-Central",5736.162057,"148",104.018853385055,"nasarawa_nasarawa",7.78940605750048,8.33263102455701
521,"Nasarawa","Nasarawa-Eggon","nasarawa_nasarawa_eggon",149129,"North-Central",1208.153056,"148",123.435519414851,"nasarawa_nasarawa_eggon",8.43749283235334,8.74545151602238
522,"Delta","Ndokwa-East","delta_ndokwa_east",103171,"South-South",1618.051663,"148",63.7624881573389,"delta_ndokwa_east",6.51178759455407,5.68698736952751
523,"Delta","Ndokwa-West","delta_ndokwa_west",149325,"South-South",816.4445634,"Others",182.89667993887,"delta_ndokwa_west",6.34128775673473,5.8013892616072
524,"Bayelsa","Nembe","bayelsa_nembe",130931,"South-South",760.2754602,"148",172.215212583025,"bayelsa_nembe",6.29375322805159,4.50901339918282
525,"Borno","Ngala","borno_ngala",237071,"Northeast",1462.471261,"Others",162.103014481048,"borno_ngala",14.1884509321312,12.222479716505
526,"Borno","Nganzai","borno_nganzai",99799,"Northeast",2463.091012,"Others",40.5177882237345,"borno_nganzai",13.1145676222211,12.4843667177129
527,"Kebbi","Ngaski","kebbi_ngaski",124766,"Northwest",2635.358073,"148",47.3430921127051,"kebbi_ngaski",4.76344492860193,10.5741307021805
528,"Imo","Ngor-Okpala","imo_ngor_okpala",159932,"Southeast",561.3238092,"113",284.919323532589,"imo_ngor_okpala",7.15801286345437,5.30941974951555
529,"Yobe","Nguru","yobe_nguru",150632,"Northeast",915.5044164,"Others",164.534432932966,"yobe_nguru",10.4032847244908,12.9790195008897
530,"Bauchi","Ningi","bauchi_ningi",387192,"Northeast",4623.216777,"148",83.7494797834785,"bauchi_ningi",9.23170089407095,11.0488884852043
531,"Imo","Njaba","imo_njaba",145110,"Southeast",83.96917055,"148",1728.13425510251,"imo_njaba",7.00820545361264,5.70586882290472
532,"Anambra","Njikoka","anambra_njikoka",148465,"Southeast",95.14449554,"Others",1560.41607196901,"anambra_njikoka",6.99313644988984,6.18648471494612
533,"Enugu","Nkanu East","enugu_nkanu_east",148774,"Southeast",794.7336948,"Others",187.199814193659,"enugu_nkanu",7.66425388668848,6.31990889982425
534,"Enugu","Nkanu West","enugu_nkanu_west",146695,"Southeast",224.7961883,"148",652.568894114118,"enugu_nkanu_west",7.5212029692127,6.32192256926875
535,"Imo","Nkwerre","imo_nkwerre",80152,"Southeast",38.07506643,"Others",2105.10466599861,"imo_nkwerre",7.104303819379,5.749804496222
536,"Anambra","Nnewi North","anambra_nnewi_north",157569,"Southeast",59.85220362,"Others",2632.63489846424,"anambra_nnewi_north",6.90280385880254,6.00425209100307
537,"Anambra","Nnewi South","anambra_nnewi_south",233658,"Southeast",173.958056,"148",1343.18585395091,"anambra_nnewi_south",6.97297726091169,5.95352311376045
538,"Akwa Ibom","Nsit-Atai","akwa_ibom_nsit_atai",74595,"South-South",134.3068003,"Others",555.407468820475,"akwa_ibom_nsit_atai",8.03097951365473,4.82637861351328
539,"Akwa Ibom","Nsit-Ibom","akwa_ibom_nsit_ibom",108611,"South-South",141.8677434,"Others",765.579245831579,"akwa_ibom_nsit_ibom",7.89419692629478,4.89369900390512
540,"Akwa Ibom","Nsit-Ubium","akwa_ibom_nsit_ubium",128231,"South-South",205.7718265,"113",623.17083043436,"akwa_ibom_nsit_ubuim",7.95962553631678,4.74828841456321
541,"Enugu","Nsukka","enugu_nsukka",309633,"Southeast",484.2060429,"Others",639.465377477634,"enugu_nsukka",7.37273857143126,6.84224807916566
542,"Adamawa","Numan","adamawa_numan",90723,"Northeast",904.2490604,"Others",100.329659131598,"adamawa_numan",11.8182998100207,9.43111575035048
543,"Imo","Nwangele","imo_nwangele",128472,"Southeast",63.28562693,"Pilot",2030.03440484365,"imo_nwangele",7.12613346974202,5.71308478060165
